CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,DBSCAN_Cluster,Agglomerative_Cluster,GMM_Cluster,Final_Segment
13488,17,23,14205.96,5,5,5,555,Champions,0,0,0,0,VIP Champions
15175,72,1,224.14,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
17179,178,6,1507.26,3,4,4,344,Loyal Customers,1,0,3,0,At-Risk Churn
12606,682,1,21.0,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12626,23,9,6620.48,4,5,5,455,Champions,2,0,0,0,Loyal Customers
13445,626,1,241.9,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12545,75,2,1000.39,3,2,3,323,Needs Attention,3,0,2,4,New Active
13138,22,7,1274.01,4,4,4,444,Champions,2,0,2,0,Loyal Customers
17883,3,7,988.42,5,4,3,543,Champions,2,0,2,0,Loyal Customers
17914,4,1,329.36,5,2,2,522,Promising / New,3,1,1,1,New Active
13434,74,5,1666.86,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
12886,68,2,1378.4,3,2,4,324,Needs Attention,3,0,2,4,New Active
12849,31,6,3042.47,4,4,5,445,Champions,2,0,2,0,Loyal Customers
16433,28,2,384.52,4,2,2,422,Promising / New,3,0,1,4,New Active
16732,32,4,4387.64,4,4,5,445,Champions,2,0,2,4,Loyal Customers
13909,423,2,282.85,1,2,1,121,Lost / Inactive,4,0,3,2,Hibernating Low-Value
16890,477,3,285.41,1,3,1,131,At Risk,4,0,3,2,Hibernating Low-Value
13995,15,14,3902.01,5,5,5,555,Champions,2,0,0,0,Loyal Customers
17462,60,2,675.69,3,3,3,333,Loyal Customers,3,0,2,4,New Active
18091,593,1,360.85,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16946,383,5,1222.04,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
13349,11,1,247.32,5,1,1,511,Promising / New,3,1,1,1,New Active
15188,725,1,310.43,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12361,287,4,511.25,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
15276,66,4,619.8,3,3,3,333,Loyal Customers,3,0,1,4,New Active
14234,22,4,754.12,4,3,3,433,Loyal Customers,3,0,2,4,New Active
16224,57,5,1616.54,4,4,4,444,Champions,2,0,2,0,Loyal Customers
15683,117,2,524.54,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
15575,620,1,30.1,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16410,734,1,130.32,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14909,437,3,1404.68,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
14845,600,1,150.0,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17522,2,5,1070.71,5,4,3,543,Champions,3,0,2,0,New Active
16325,47,12,3597.5,4,5,5,455,Champions,2,0,0,0,Loyal Customers
17829,299,5,4756.74,2,4,5,245,At Risk,1,0,0,2,At-Risk Churn
14467,18,12,2203.24,5,5,4,554,Champions,2,0,2,0,Loyal Customers
14785,10,2,77.4,5,2,1,521,Promising / New,3,0,1,4,New Active
16918,50,16,3206.54,4,5,5,455,Champions,2,0,0,0,Loyal Customers
15778,431,1,307.95,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16141,88,2,955.94,3,2,3,323,Needs Attention,1,0,2,4,At-Risk Churn
17651,12,16,5703.52,5,5,5,555,Champions,0,0,0,0,VIP Champions
13555,74,13,8891.84,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
15303,290,3,1224.18,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
16029,39,107,117763.62,4,5,5,455,Champions,0,-1,0,3,VIP Champions
16524,446,2,306.19,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
14894,85,3,1492.81,3,3,4,334,Loyal Customers,1,0,2,4,At-Risk Churn
16107,18,7,3204.16,5,4,5,545,Champions,2,0,0,0,Loyal Customers
13596,6,2,664.11,5,2,3,523,Promising / New,3,0,2,4,New Active
17358,303,5,861.01,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
13649,257,6,1453.68,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
16342,75,4,322.41,3,4,2,342,Loyal Customers,3,0,1,4,New Active
14596,627,1,222.22,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15674,73,13,6948.23,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
16244,212,2,1522.75,2,2,4,224,Lost / Inactive,1,0,3,4,At-Risk Churn
14783,659,1,307.3,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15127,66,2,711.5,3,2,3,323,Needs Attention,3,0,2,4,New Active
17870,2,13,2753.29,5,5,4,554,Champions,0,0,2,0,VIP Champions
14720,6,3,663.81,5,3,3,533,Loyal Customers,3,0,2,4,New Active
15313,110,1,52.0,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
15472,113,1,371.56,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
12354,232,1,1079.4,2,1,3,213,Lost / Inactive,1,1,3,1,At-Risk Churn
14592,35,3,557.94,4,3,2,432,Loyal Customers,3,0,2,4,New Active
14822,485,1,157.7,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17271,736,1,204.3,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17068,12,47,8987.68,5,5,5,555,Champions,0,0,0,3,VIP Champions
15255,67,9,3706.02,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
12384,29,2,585.27,4,2,2,422,Promising / New,3,0,2,4,New Active
12577,35,8,1617.1,4,4,4,444,Champions,2,0,2,0,Loyal Customers
18210,2,7,2768.83,5,4,4,544,Champions,2,0,2,0,Loyal Customers
12948,16,9,2317.43,5,5,4,554,Champions,2,0,2,0,Loyal Customers
13416,44,3,940.8,4,3,3,433,Loyal Customers,3,0,2,4,New Active
15599,27,3,1250.06,4,3,4,434,Loyal Customers,3,0,2,4,New Active
16622,544,1,225.4,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13713,408,3,740.76,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
12721,32,8,4013.08,4,4,5,445,Champions,2,0,0,0,Loyal Customers
15056,520,1,113.65,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12910,23,13,5796.52,4,5,5,455,Champions,2,0,0,0,Loyal Customers
12379,82,4,1620.22,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
16555,35,6,1915.68,4,4,4,444,Champions,2,0,2,0,Loyal Customers
12391,22,6,2724.84,4,4,4,444,Champions,2,0,2,0,Loyal Customers
13659,206,12,4884.68,2,5,5,255,At Risk,2,0,0,0,Loyal Customers
14609,72,10,1486.2,3,5,4,354,Loyal Customers,2,0,2,0,Loyal Customers
13841,253,1,85.0,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14640,24,10,3649.36,4,5,5,455,Champions,2,0,0,0,Loyal Customers
14546,5,11,5184.84,5,5,5,555,Champions,2,0,0,0,Loyal Customers
13757,675,1,195.55,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18096,12,6,1657.87,5,4,4,544,Champions,2,0,2,0,Loyal Customers
14807,391,2,504.14,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
17335,384,2,497.04,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
12672,330,2,437.05,2,2,2,222,Lost / Inactive,4,0,3,2,Hibernating Low-Value
17693,137,1,200.47,3,2,1,321,Needs Attention,4,1,4,1,Hibernating Low-Value
14791,607,1,303.63,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15273,600,1,228.96,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16237,437,1,136.65,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16473,165,4,470.83,3,4,2,342,Loyal Customers,1,0,3,2,At-Risk Churn
14849,22,43,15407.61,4,5,5,455,Champions,0,0,0,3,VIP Champions
15118,134,1,244.8,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
17194,274,3,812.5,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
16647,170,4,541.9,3,4,2,342,Loyal Customers,1,0,3,2,At-Risk Churn
16724,405,1,147.35,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14719,2,5,1581.84,5,4,4,544,Champions,2,0,2,0,Loyal Customers
12971,4,116,15704.6,5,5,5,555,Champions,0,-1,0,3,VIP Champions
13114,731,1,234.38,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16772,423,3,3698.05,1,3,5,135,At Risk,1,0,3,2,At-Risk Churn
14675,16,2,1015.58,5,2,3,523,Promising / New,3,0,2,4,New Active
14812,599,1,178.85,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14896,205,8,1826.0,2,4,4,244,At Risk,1,0,3,0,At-Risk Churn
13560,7,1,171.42,5,1,1,511,Promising / New,3,1,1,1,New Active
14132,2,11,3586.03,5,5,5,555,Champions,0,0,2,0,VIP Champions
13542,377,17,3959.49,2,5,5,255,At Risk,2,0,0,0,Loyal Customers
15957,32,3,921.25,4,3,3,433,Loyal Customers,3,0,2,4,New Active
14948,23,6,1101.97,4,4,3,443,Champions,2,0,2,0,Loyal Customers
17789,281,2,397.15,2,3,2,232,At Risk,4,0,1,2,Hibernating Low-Value
15218,11,22,11468.83,5,5,5,555,Champions,0,0,0,0,VIP Champions
16460,28,3,811.23,4,3,3,433,Loyal Customers,3,0,2,4,New Active
14837,90,9,3460.32,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
13322,17,1,199.48,5,1,1,511,Promising / New,3,1,1,1,New Active
15078,7,53,17286.73,5,5,5,555,Champions,0,0,0,3,VIP Champions
15271,7,24,4528.54,5,5,5,555,Champions,0,0,0,0,VIP Champions
18243,414,1,515.78,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17839,42,1,318.15,4,2,2,422,Promising / New,3,1,1,1,New Active
18078,217,4,725.53,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
12671,606,1,2622.48,1,1,4,114,Lost / Inactive,1,1,3,1,At-Risk Churn
14446,1,5,1200.28,5,4,3,543,Champions,3,0,2,0,New Active
16658,368,6,690.83,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
16738,298,1,3.75,2,2,1,221,Lost / Inactive,4,-1,4,1,Hibernating Low-Value
16855,24,2,328.4,4,3,2,432,Loyal Customers,3,0,1,4,New Active
13268,18,11,3174.75,5,5,5,555,Champions,2,0,0,0,Loyal Customers
15663,106,1,138.14,3,1,1,311,Needs Attention,4,1,1,1,Hibernating Low-Value
15080,428,2,546.25,1,2,2,122,Lost / Inactive,1,0,3,2,At-Risk Churn
16379,4,4,2157.4,5,4,4,544,Champions,2,0,2,4,Loyal Customers
14333,68,1,415.2,3,1,2,312,Needs Attention,3,1,1,1,New Active
16259,410,3,340.94,2,3,2,232,At Risk,4,0,3,2,Hibernating Low-Value
16227,225,3,1027.22,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
14085,2,33,9720.67,5,5,5,555,Champions,0,0,0,3,VIP Champions
18247,415,3,839.73,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
18015,4,1,120.03,5,2,1,521,Promising / New,3,1,1,1,New Active
17677,2,54,35058.46,5,5,5,555,Champions,0,0,0,3,VIP Champions
14185,331,1,197.65,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16218,30,13,3968.67,4,5,5,455,Champions,2,0,0,0,Loyal Customers
17427,72,1,100.8,3,2,1,321,Needs Attention,4,1,1,1,Hibernating Low-Value
15847,38,5,822.57,4,4,3,443,Champions,3,0,2,0,New Active
16393,2,23,5297.77,5,5,5,555,Champions,0,0,0,0,VIP Champions
12758,117,7,9903.24,3,4,5,345,Loyal Customers,2,0,0,3,Loyal Customers
17009,551,1,242.06,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16043,38,8,1856.59,4,4,4,444,Champions,2,0,2,0,Loyal Customers
17860,369,4,717.39,2,4,3,243,At Risk,1,0,3,2,At-Risk Churn
14091,654,2,9530.08,1,2,5,125,Lost / Inactive,1,-1,3,3,At-Risk Churn
16420,396,1,75.0,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17585,109,7,2064.71,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
14334,17,12,4318.48,5,5,5,555,Champions,2,0,0,0,Loyal Customers
16249,53,5,1800.07,4,4,4,444,Champions,2,0,2,0,Loyal Customers
17989,379,1,207.33,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15938,112,9,734.81,3,5,3,353,Loyal Customers,1,0,3,0,At-Risk Churn
14656,169,5,790.0,3,4,3,343,Loyal Customers,1,0,3,0,At-Risk Churn
15281,59,16,8543.57,4,5,5,455,Champions,2,0,0,0,Loyal Customers
15082,669,1,93.35,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14031,7,44,39019.51,5,5,5,555,Champions,0,0,0,3,VIP Champions
17877,170,1,237.61,3,2,1,321,Needs Attention,4,1,4,1,Hibernating Low-Value
17668,1,2,347.75,5,3,2,532,Loyal Customers,3,0,1,4,New Active
12947,144,6,1603.99,3,4,4,344,Loyal Customers,1,0,3,0,At-Risk Churn
15344,1,3,563.94,5,3,2,532,Loyal Customers,3,0,2,4,New Active
12363,110,2,552.0,3,2,2,322,Needs Attention,1,0,1,4,At-Risk Churn
17844,107,1,51.56,3,2,1,321,Needs Attention,4,1,1,1,Hibernating Low-Value
12587,8,1,144.0,5,1,1,511,Promising / New,3,1,1,1,New Active
16495,3,3,648.26,5,3,3,533,Loyal Customers,3,0,2,4,New Active
14184,67,1,452.89,3,1,2,312,Needs Attention,3,1,1,1,New Active
16992,11,13,5476.5,5,5,5,555,Champions,2,0,0,0,Loyal Customers
12813,502,3,1687.8,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
12644,130,4,1918.49,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
15648,204,2,639.5,2,2,3,223,Lost / Inactive,1,0,3,4,At-Risk Churn
15618,33,4,776.85,4,3,3,433,Loyal Customers,3,0,2,4,New Active
14473,74,2,234.34,3,2,1,321,Needs Attention,3,0,1,4,New Active
12410,309,3,1013.71,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13055,78,4,2321.11,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
16585,594,2,341.59,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
14578,3,1,168.63,5,1,1,511,Promising / New,3,1,1,1,New Active
16733,530,1,259.68,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13900,183,6,1610.59,3,4,4,344,Loyal Customers,1,0,3,0,At-Risk Churn
16683,534,1,320.25,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13951,176,3,674.45,3,3,3,333,Loyal Customers,1,0,3,4,At-Risk Churn
12431,36,27,10432.22,4,5,5,455,Champions,0,0,0,0,VIP Champions
14017,571,1,229.75,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17971,548,1,161.94,1,2,1,121,Lost / Inactive,4,1,4,1,Hibernating Low-Value
18004,362,1,157.92,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14526,389,1,258.65,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15748,40,3,609.81,4,3,3,433,Loyal Customers,3,0,2,4,New Active
13775,591,1,1049.66,1,1,3,113,Lost / Inactive,1,1,4,1,At-Risk Churn
14258,9,25,32051.34,5,5,5,555,Champions,0,0,0,3,VIP Champions
12953,10,2,828.81,5,2,3,523,Promising / New,3,0,2,4,New Active
12680,1,4,880.81,5,3,3,533,Loyal Customers,3,0,2,4,New Active
16636,438,4,3802.04,1,4,5,145,At Risk,1,0,3,2,At-Risk Churn
13504,64,1,295.93,3,1,2,312,Needs Attention,3,1,1,1,New Active
13684,286,4,594.88,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
18030,4,2,230.65,5,3,1,531,Loyal Customers,3,0,1,4,New Active
14095,723,1,2.95,1,1,1,111,Lost / Inactive,4,-1,4,1,Hibernating Low-Value
17756,376,3,728.75,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
13030,11,2,752.44,5,2,3,523,Promising / New,3,0,2,4,New Active
13092,71,12,2140.28,3,5,4,354,Loyal Customers,2,0,0,0,Loyal Customers
12594,38,15,5090.11,4,5,5,455,Champions,2,0,0,0,Loyal Customers
18215,89,5,2232.49,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
16698,227,2,1998.0,2,2,4,224,Lost / Inactive,1,0,3,2,At-Risk Churn
14983,689,1,183.2,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13926,23,1,223.85,4,1,1,411,Promising / New,3,1,1,1,New Active
16982,61,1,384.06,3,2,2,322,Needs Attention,3,1,1,1,New Active
17468,10,3,194.8,5,3,1,531,Loyal Customers,3,0,1,4,New Active
13800,310,3,1679.56,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
18150,32,3,566.58,4,3,2,432,Loyal Customers,3,0,2,4,New Active
17809,16,20,10085.89,5,5,5,555,Champions,0,0,0,0,VIP Champions
15240,45,12,4459.98,4,5,5,455,Champions,2,0,0,0,Loyal Customers
14947,72,6,1049.79,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
13389,11,3,797.96,5,3,3,533,Loyal Customers,3,0,2,4,New Active
16217,235,2,304.25,2,2,2,222,Lost / Inactive,4,0,1,2,Hibernating Low-Value
17927,722,1,294.0,1,2,2,122,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15637,53,5,797.59,4,4,3,443,Champions,3,0,2,0,New Active
15177,426,1,948.93,1,1,3,113,Lost / Inactive,1,1,4,1,At-Risk Churn
12662,1,20,6726.54,5,5,5,555,Champions,0,0,0,0,VIP Champions
16780,100,3,596.4,3,3,2,332,Loyal Customers,1,0,3,4,At-Risk Churn
13878,55,4,2416.9,4,3,4,434,Loyal Customers,2,0,2,4,Loyal Customers
12496,620,2,45.34,1,2,1,121,Lost / Inactive,4,0,4,2,Hibernating Low-Value
13518,86,1,627.16,3,1,3,313,Needs Attention,3,1,1,1,New Active
17297,17,1,128.18,5,2,1,521,Promising / New,3,1,1,1,New Active
12637,67,12,8283.81,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
12801,501,1,1071.82,1,1,3,113,Lost / Inactive,1,1,4,1,At-Risk Churn
13691,396,1,212.78,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17796,40,7,1236.39,4,4,4,444,Champions,2,0,2,0,Loyal Customers
14153,483,1,233.4,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17992,389,1,252.88,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17327,410,2,152.35,2,3,1,231,At Risk,4,0,4,2,Hibernating Low-Value
14776,51,15,3708.3,4,5,5,455,Champions,2,0,0,0,Loyal Customers
13402,127,4,1226.85,3,3,4,334,Loyal Customers,1,0,2,0,At-Risk Churn
16728,46,4,1048.28,4,4,3,443,Champions,3,0,2,0,New Active
16913,290,3,423.91,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
15097,4,3,908.35,5,3,3,533,Loyal Customers,3,0,2,4,New Active
18249,17,1,95.34,5,2,1,521,Promising / New,3,1,1,1,New Active
17411,12,5,1425.38,5,4,4,544,Champions,2,0,2,0,Loyal Customers
13032,52,9,2815.96,4,5,4,454,Champions,2,0,0,0,Loyal Customers
14834,18,7,2206.16,5,4,4,544,Champions,2,0,2,0,Loyal Customers
14673,3,7,3037.32,5,4,5,545,Champions,2,0,2,0,Loyal Customers
13156,385,3,1586.54,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
15520,2,1,343.5,5,1,2,512,Promising / New,3,1,1,1,New Active
16546,291,5,5307.07,2,4,5,245,At Risk,1,0,0,2,At-Risk Churn
17380,434,3,645.0,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
13151,296,3,2465.21,2,3,4,234,At Risk,1,0,3,2,At-Risk Churn
16556,67,17,8012.58,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
15319,284,1,204.5,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17671,16,5,2009.16,5,4,4,544,Champions,2,0,2,0,Loyal Customers
12729,114,1,453.01,3,1,2,312,Needs Attention,4,1,4,1,Hibernating Low-Value
15146,165,2,1327.16,3,2,4,324,Needs Attention,1,0,3,4,At-Risk Churn
15863,26,5,355.1,4,4,2,442,Champions,3,0,2,4,New Active
12770,211,2,3246.45,2,2,5,225,Lost / Inactive,1,0,3,3,At-Risk Churn
13145,40,7,1128.52,4,4,3,443,Champions,2,0,2,0,Loyal Customers
14097,481,2,422.86,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
13523,33,6,4534.57,4,4,5,445,Champions,2,0,2,0,Loyal Customers
15634,17,2,554.65,5,2,2,522,Promising / New,3,0,1,4,New Active
12471,2,79,39918.19,5,5,5,555,Champions,0,0,0,3,VIP Champions
12449,22,6,4835.89,4,4,5,445,Champions,2,0,0,0,Loyal Customers
14853,24,5,1376.87,4,4,4,444,Champions,2,0,2,0,Loyal Customers
15236,299,1,321.05,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13678,152,1,232.6,3,1,1,311,Needs Attention,4,1,4,1,Hibernating Low-Value
15076,173,3,1447.74,3,3,4,334,Loyal Customers,1,0,3,4,At-Risk Churn
14113,4,16,7092.61,5,5,5,555,Champions,0,0,0,0,VIP Champions
13592,36,4,247.96,4,3,1,431,Loyal Customers,3,0,1,4,New Active
14532,236,11,3845.78,2,5,5,255,At Risk,2,0,0,0,Loyal Customers
17021,442,6,1182.22,1,4,3,143,At Risk,1,0,3,2,At-Risk Churn
12482,576,29,23691.4,1,5,5,155,At Risk,0,-1,0,3,VIP Champions
15385,40,3,942.08,4,3,3,433,Loyal Customers,3,0,2,4,New Active
17861,3,18,5088.29,5,5,5,555,Champions,0,0,0,0,VIP Champions
13045,99,3,808.92,3,3,3,333,Loyal Customers,1,0,2,4,At-Risk Churn
15205,85,2,653.24,3,2,3,323,Needs Attention,3,0,1,4,New Active
15377,383,4,1211.75,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
17714,321,5,1410.18,2,4,4,244,At Risk,1,0,3,2,At-Risk Churn
14243,9,17,7217.75,5,5,5,555,Champions,0,0,0,0,VIP Champions
16844,563,2,614.34,1,3,3,133,At Risk,1,0,3,2,At-Risk Churn
15714,12,5,783.96,5,4,3,543,Champions,3,0,2,0,New Active
14597,11,6,2184.63,5,4,4,544,Champions,2,0,2,0,Loyal Customers
15565,50,2,173.16,4,2,1,421,Promising / New,3,0,1,4,New Active
14970,68,12,4919.35,3,5,5,355,Loyal Customers,2,0,0,0,Loyal Customers
15901,17,7,687.72,5,4,3,543,Champions,3,0,2,0,New Active
16061,431,1,89.65,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14250,7,3,1904.05,5,3,4,534,Loyal Customers,3,0,2,4,New Active
17263,208,1,63.44,2,2,1,221,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16532,18,5,8756.64,5,4,5,545,Champions,2,0,0,3,Loyal Customers
17317,46,3,2600.34,4,3,4,434,Loyal Customers,2,0,2,4,Loyal Customers
12491,39,1,460.4,4,1,2,412,Promising / New,3,1,1,1,New Active
12728,71,5,1070.17,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
13977,411,1,519.81,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13379,26,3,572.56,4,3,2,432,Loyal Customers,3,0,2,4,New Active
15589,256,3,478.53,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
12468,188,5,3670.74,3,4,5,345,Loyal Customers,1,0,2,2,At-Risk Churn
12960,414,4,1322.07,1,3,4,134,At Risk,1,0,3,2,At-Risk Churn
16541,735,1,424.03,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15029,620,1,365.1,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12766,4,9,8918.99,5,5,5,555,Champions,0,0,0,0,VIP Champions
14537,58,2,641.4,4,2,3,423,Promising / New,3,0,2,4,New Active
14560,7,44,6114.03,5,5,5,555,Champions,0,0,0,3,VIP Champions
17540,25,6,1590.6,4,4,4,444,Champions,2,0,2,0,Loyal Customers
17704,169,2,885.19,3,3,3,333,Loyal Customers,1,0,3,4,At-Risk Churn
16608,454,2,1286.62,1,2,4,124,Lost / Inactive,1,0,3,2,At-Risk Churn
17363,395,3,920.46,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
14749,480,1,310.15,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
16157,16,3,656.69,5,3,3,533,Loyal Customers,3,0,2,4,New Active
13432,571,2,439.1,1,2,2,122,Lost / Inactive,4,0,3,2,Hibernating Low-Value
12595,505,1,299.02,1,1,2,112,Lost / Inactive,4,1,4,1,Hibernating Low-Value
17703,35,4,1094.84,4,4,3,443,Champions,3,0,2,0,New Active
16254,378,3,967.44,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
12795,19,1,430.48,5,1,2,512,Promising / New,3,1,1,1,New Active
13230,4,30,6120.01,5,5,5,555,Champions,0,0,0,3,VIP Champions
15915,402,1,364.45,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13502,17,5,780.5,5,4,3,543,Champions,3,0,2,0,New Active
14811,387,1,170.5,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
15195,3,1,3861.0,5,1,5,515,Promising / New,3,-1,2,1,New Active
15786,46,5,8501.62,4,4,5,445,Champions,2,0,0,3,Loyal Customers
17374,219,3,727.11,2,3,3,233,At Risk,1,0,3,2,At-Risk Churn
17426,8,13,8077.77,5,5,5,555,Champions,0,0,0,0,VIP Champions
14929,32,2,836.69,4,2,3,423,Promising / New,3,0,2,4,New Active
15604,52,1,216.39,4,1,1,411,Promising / New,3,1,1,1,New Active
14668,445,1,111.63,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
12762,8,2,1898.52,5,2,4,524,Promising / New,3,0,2,4,New Active
13159,9,4,1429.35,5,3,4,534,Loyal Customers,3,0,2,0,New Active
17954,5,19,3804.38,5,5,5,555,Champions,0,0,0,0,VIP Champions
17890,323,2,586.89,2,3,2,232,At Risk,1,0,3,2,At-Risk Churn
13216,268,1,333.74,2,1,2,212,Lost / Inactive,4,1,4,1,Hibernating Low-Value
13634,33,16,5033.77,4,5,5,455,Champions,2,0,0,0,Loyal Customers
16441,67,5,1019.13,3,4,3,343,Loyal Customers,1,0,2,0,At-Risk Churn
14059,267,1,183.6,2,1,1,211,Lost / Inactive,4,1,4,1,Hibernating Low-Value
14229,52,7,2594.04,4,4,4,444,Champions,2,0,0,0,Loyal Customers
14598,44,2,384.04,4,2,2,422,Promising / New,3,0,1,4,New Active
12938,26,1,114.14,4,1,1,411,Promising / New,3,1,1,1,New Active
16493,80,7,2132.09,3,4,4,344,Loyal Customers,2,0,2,0,Loyal Customers
14602,656,1,205.36,1,1,1,111,Lost / Inactive,4,1,4,1,Hibernating Low-Value
