StockCode,Description,total_units_sold,transaction_count,demand_std,total_revenue,avg_price,unique_customers,avg_daily_demand
23154,SET OF 4 JAM JAR MAGNETS,2441,219,19.57686851205101,4922.01,2.0809589041095893,141,3.31
23556,LANDMARK FRAME COVENT GARDEN ,435,52,41.383443144763056,4912.05,12.38076923076923,46,0.59
21069,VINTAGE BILLBOARD TEA MUG,4901,181,103.9888593693006,4909.4,1.232707182320442,110,6.64
22335,HEART DECORATION PAINTED ZINC ,8034,350,50.58373490159015,4895.1,0.6508571428571429,242,10.89
23310,BUBBLEGUM RING ASSORTED,11891,214,63.64081219667411,4894.83,0.4292523364485981,146,16.11
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2944,386,11.113146513733374,4893.84,1.6994300518134715,296,3.99
22632,HAND WARMER RED POLKA DOT,2592,46,293.8937992156203,4876.2,1.9858695652173914,28,3.51
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,198,19.579520864581227,4872.3,2.92979797979798,179,2.37
22894,TABLECLOTH RED APPLES DESIGN ,541,175,5.349045001700161,4861.95,9.242285714285714,125,0.73
21155,RED SPOTTY PEG BAG,2561,294,22.689808056899366,4858.62,2.0435714285714286,179,3.47
23543,WALL ART KEEP CALM ,958,76,79.99001253446056,4853.5,7.835921052631579,64,1.3
22378,WALL TIDY RETROSPOT ,3046,289,22.96039709323359,4850.66,1.9972664359861594,167,4.13
22196,SMALL HEART MEASURING SPOONS,5773,586,16.315379123016825,4850.5,0.8579863481228669,303,7.82
85132C,CHARLIE AND LOLA FIGURES TINS,1919,192,11.49982808696149,4843.53,3.81453125,144,2.6
22186,RED STAR CARD HOLDER,1904,285,8.444504809498172,4840.84,2.6754736842105262,234,2.58
22842,BISCUIT TIN VINTAGE RED,761,213,5.6326717351603275,4837.55,6.659859154929578,177,1.03
22534,MAGIC DRAWING SLATE SPACEBOY ,11981,477,44.509828618498986,4833.3,0.41773584905660377,349,16.23
21832,CHOCOLATE CALCULATOR,2995,286,21.438878949463316,4833.2300000000005,1.6823076923076923,204,4.06
84937,KASHMIR FOLKART TUMBLERS,2486,83,75.57033609766206,4827.82,2.0901204819277113,50,3.37
22595,GINGHAM HEART DECORATION,5951,338,93.93985489306857,4817.33,0.86,251,8.06
22156,HEART DECORATION WITH PEARLS ,5717,427,16.40790674811455,4816.42,0.8554800936768149,259,7.75
23109,PACK OF SIX LED TEA LIGHTS,1715,177,15.247188564341611,4808.55,2.913728813559322,132,2.32
23126,FELTCRAFT GIRL AMELIE KIT,982,257,4.2342384834843045,4799.38,5.022217898832685,187,1.33
23263,SET OF 3 WOODEN HEART DECORATIONS,3717,418,9.866027691214871,4791.58,1.3180143540669855,269,5.04
23162,REGENCY TEA STRAINER,1362,142,13.541716438748884,4789.24,3.7471830985915493,96,1.85
21700,BIG DOUGHNUT FRIDGE MAGNETS,5727,328,22.510716765236545,4786.83,0.8460365853658537,186,7.76
22610,PENS ASSORTED FUNNY FACE,12170,224,90.9656110444875,4764.9800000000005,0.3729017857142857,157,16.49
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2280,350,15.311421338786138,4745.26,2.785457142857143,227,3.09
23554,LANDMARK FRAME OXFORD STREET,419,54,40.57973059656762,4730.650000000001,12.385185185185184,49,0.57
23555,LANDMARK FRAME NOTTING HILL ,419,49,42.632177413550075,4730.65,12.405102040816328,45,0.57
22433,WATERING CAN GREEN DINOSAUR,2622,350,13.66373426470552,4728.62,1.9389714285714286,207,3.55
22180,RETRO SPOT LAMP,490,177,2.666610489906484,4718.9,9.876271186440677,127,0.66
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",3081,142,49.909135796769924,4718.849999999999,1.634507042253521,98,4.17
22906,12 MESSAGE CARDS WITH ENVELOPES,2960,365,12.679439144869576,4716.0,1.642876712328767,274,4.01
84508A,CAMOUFLAGE DESIGN TEDDY,2221,62,69.93803444538281,4714.95,2.4483870967741934,28,3.01
85061W,WHITE JEWELLED HEART DECORATION,5858,344,40.85270809749224,4714.5199999999995,0.8508720930232557,201,7.94
21588,RETROSPOT GIANT TUBE MATCHES,2056,185,31.834030893278634,4713.6,2.523243243243243,127,2.79
22956,36 FOIL HEART CAKE CASES,2438,233,23.382311682765952,4699.37,2.059442060085837,189,3.3
82599,FANNY'S REST STOPMETAL SIGN,2312,359,7.869476851058051,4695.3,2.0840111420612817,185,3.13
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,221,2.148679676480063,4694.75,8.246380090497738,147,0.77
21056,DOCTOR'S BAG SOFT TOY,525,179,5.959222637415247,4681.63,9.227988826815642,119,0.71
37446,MINI CAKE STAND WITH HANGING CAKES,3496,316,17.019944805947766,4677.4,1.4208860759493671,168,4.74
22244,3 HOOK HANGER MAGIC GARDEN,2623,141,38.46851763504135,4672.05,1.9202127659574468,89,3.55
23295,SET OF 12 MINI LOAF BAKING CASES,5957,365,35.87124012117228,4670.63,0.8245753424657534,250,8.07
20682,RED RETROSPOT CHILDRENS UMBRELLA,1462,267,7.286456630399327,4670.16,3.2912734082397,190,1.98
22412,METAL SIGN NEIGHBOURHOOD WITCH ,2286,312,12.538128837528962,4661.099999999999,2.0911858974358974,166,3.1
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,3996,256,30.18667005516852,4659.84,1.238125,180,5.41
20978,36 PENCILS TUBE SKULLS,3789,404,12.925349410993135,4654.17,1.2471782178217823,253,5.13
22434,BALLOON PUMP WITH 10 BALLOONS,2521,268,20.138720034014536,4654.13,1.9469402985074626,203,3.42
22442,GROW YOUR OWN FLOWERS SET OF 3,858,165,24.42789289356559,4653.66,7.1531515151515155,140,1.16
21577,SAVE THE PLANET COTTON TOTE BAG,2210,332,15.200856175370863,4648.5,2.2349397590361444,241,2.99
22998,TRAVEL CARD WALLET KEEP CALM,11645,440,67.63565611916935,4641.32,0.42781818181818176,217,15.78
22509,SEWING BOX RETROSPOT DESIGN ,372,173,2.365071026945059,4640.4,14.400867052023122,142,0.5
22115,METAL SIGN EMPIRE TEA,2709,353,19.435465430697942,4639.53,2.1777903682719546,244,3.67
23314,VINTAGE CHRISTMAS TABLECLOTH,391,105,9.71962253747862,4638.52,12.439714285714286,87,0.53
22175,PINK OWL SOFT TOY,1654,297,11.527703853671646,4622.68,2.9367340067340066,160,2.24
84270,ASSTD DESIGN BUBBLE GUM RING,22410,385,109.08957253081851,4622.099999999999,0.20935064935064934,249,30.37
22688,DOORMAT PEACE ON EARTH BLUE,856,85,64.82922405301892,4621.360000000001,7.836705882352941,77,1.16
21896,POTTING SHED TWINE,2297,229,36.80739258950195,4618.08,2.0918340611353714,187,3.11
23165,LARGE CERAMIC TOP STORAGE JAR,2950,222,19.242622086116356,4617.9,1.6319819819819819,167,4.0
22472,TV DINNER TRAY DOLLY GIRL,1043,202,15.249762890398939,4614.57,4.844108910891089,130,1.41
21407,BROWN CHECK CAT DOORSTOP ,1128,331,4.44697363112,4606.25,4.216012084592145,231,1.53
23558,LANDMARK FRAME LONDON BRIDGE ,410,47,43.56389716250373,4604.2,12.401063829787235,43,0.56
22691,DOORMAT WELCOME SUNRISE,718,182,12.763780452257418,4602.26,7.752857142857143,124,0.97
22562,MONSTERS STENCIL CRAFT,3938,365,36.06011297409301,4600.54,1.2526575342465753,251,5.34
21544,SKULLS  WATER TRANSFER TATTOOS ,5750,371,36.67168984402831,4599.5,0.8446091644204851,229,7.79
22128,PARTY CONES CANDY ASSORTED,3867,188,34.11259283089088,4588.65,1.240904255319149,143,5.24
85049G,CHOCOLATE BOX RIBBONS ,3761,473,15.213305506073066,4570.5,1.2607822410147993,288,5.1
21116,OWL DOORSTOP,954,247,6.188541679764435,4569.54,4.94085020242915,164,1.29
23234,BISCUIT TIN VINTAGE CHRISTMAS,1632,233,14.956113342986276,4567.38,2.926051502145923,201,2.21
22073,RED RETROSPOT STORAGE JAR,1254,250,5.1249198250169155,4566.42,3.7211999999999996,173,1.7
23159,SET OF 5 PANCAKE DAY MAGNETS,2255,196,19.10524091043985,4562.7300000000005,2.0822448979591837,121,3.06
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",2902,211,20.720956131888183,4560.3,1.635781990521327,141,3.93
22305,COFFEE MUG PINK PAISLEY DESIGN,2230,126,49.31924895474706,4559.8,2.5366666666666666,87,3.02
21955,DOOR MAT UNION JACK GUNS AND ROSES,725,165,15.659368336673788,4547.29,7.285818181818183,114,0.98
22350,ILLUSTRATED CAT BOWL ,1730,156,70.95181207032603,4540.86,2.5526923076923076,107,2.34
23286,BLUE VINTAGE SPOT BEAKER,4901,164,156.36352168189273,4528.29,0.8464634146341463,125,6.64
22222,CAKE PLATE LOVEBIRD WHITE,1219,297,6.237897555376001,4512.45,4.6180134680134675,203,1.65
21363,HOME SMALL WOOD LETTERS,911,337,2.52153015329479,4509.45,4.95,224,1.23
23569,TRADTIONAL ALPHABET STAMP SET,926,178,8.749081986103933,4497.3,4.9455056179775285,152,1.25
22119,PEACE WOODEN BLOCK LETTERS,749,290,2.9742341011169966,4492.31,6.65744827586207,214,1.01
21156,RED SPOTTY CHILDS APRON,2434,273,14.859768804989162,4482.6,1.9307692307692308,208,3.3
47568,ENGLISH ROSE DESIGN PEG BAG,2262,321,12.385260779629927,4478.78,2.08595015576324,179,3.07
21713,CITRONELLA CANDLE FLOWERPOT,2565,330,13.356686626770825,4472.25,2.050757575757576,232,3.48
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3776,214,29.342962249035622,4466.91,1.2488317757009346,105,5.12
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1906,222,22.765166877462267,4466.71,2.5365315315315318,159,2.58
20682,RED SPOTTY CHILDS UMBRELLA,1430,214,9.90480334068646,4464.5,3.2336448598130842,153,1.94
22583,PACK OF 6 HANDBAG GIFT BOXES,1764,296,10.224515821036324,4455.6,2.547466216216216,250,2.39
85063,CREAM SWEETHEART MAGAZINE RACK,275,150,1.602919595745543,4455.25,16.723333333333333,104,0.37
22304,COFFEE MUG BLUE PAISLEY DESIGN,2330,142,49.479583142315064,4455.11,2.507957746478873,98,3.16
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,1607,181,21.53360757911673,4452.65,2.927900552486188,123,2.18
22199,FRYING PAN RED POLKADOT ,1153,143,31.113879150950545,4447.21,4.212517482517482,90,1.56
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,8294,52,763.1472630482529,4445.139999999999,2.829615384615385,48,11.24
23010,CIRCUS PARADE BABY GIFT SET,285,89,4.9935862847914025,4444.75,16.47808988764045,73,0.39
21718,RED METAL BEACH SPADE ,3691,311,27.286862894624182,4412.57,1.2533118971061092,223,5.0
22218,CAKE STAND LACE WHITE,1113,183,10.39012910997722,4406.75,4.192622950819672,143,1.51
22027,TEA PARTY BIRTHDAY CARD,10808,637,21.72093980313241,4395.65,0.42012558869701727,335,14.64
84467,ENGLISH ROSE DESIGN QUILTED THROW,306,45,8.04419610085998,4391.1,21.212222222222223,40,0.41
22203,MILK PAN RED RETROSPOT,1227,271,16.415839509384462,4386.64,3.677158671586716,166,1.66
23285,PINK VINTAGE SPOT BEAKER,4679,132,181.46516980771432,4384.83,0.8465909090909091,108,6.34
22672,FRENCH BATHROOM SIGN BLUE METAL,2723,304,15.664220447910905,4382.67,1.6521052631578945,227,3.69
15044B,BLUE PAPER PARASOL ,1624,148,43.01414827292901,4376.4,2.9202702702702705,97,2.2
23176,ABC TREASURE BOOK BOX ,2088,187,34.17506015148892,4373.26,2.2636898395721925,159,2.83
22276,WASH BAG VINTAGE ROSE PAISLEY,1780,304,8.51122954180873,4372.5,2.5174342105263157,213,2.41
20977,36 PENCILS TUBE WOODLAND,3508,361,9.99488481054763,4357.64,1.2489473684210526,242,4.75
22241,GARLAND WOODEN HAPPY EASTER,3703,330,25.34568610232165,4354.3099999999995,1.2466060606060605,234,5.02
23198,PANTRY MAGNETIC  SHOPPING LIST,3063,382,10.70517226373265,4341.19,1.4806544502617802,259,4.15
21313,GLASS HEART T-LIGHT HOLDER ,5823,260,28.802227777002322,4338.75,0.8301538461538461,173,7.89
82581,TOILET METAL SIGN,8125,736,24.97851750030145,4337.97,0.551616847826087,371,11.01
22571,ROCKING HORSE RED CHRISTMAS ,5293,389,19.01470013413307,4336.8099999999995,0.8459897172236504,294,7.17
21471,STRAWBERRY RAFFIA FOOD COVER,1225,229,9.370084068259871,4324.95,3.729039301310044,165,1.66
21071,VINTAGE BILLBOARD DRINK ME MUG,3981,319,46.19427179886981,4299.7,1.215830721003135,163,5.39
21042,RED SPOTTY APRON ,764,177,7.768044420849676,4292.3,5.913276836158192,120,1.04
21243,PINK  SPOTTY PLATE ,2703,205,23.90267809443292,4291.59,1.6771219512195121,128,3.66
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3613,278,28.442671227941762,4291.17,1.2882374100719425,171,4.9
22318,FIVE HEART HANGING DECORATION,1461,290,4.2051964716847055,4281.15,2.94448275862069,204,1.98
21578,WOODLAND DESIGN  COTTON TOTE BAG,1908,280,7.9366539669105025,4275.0,2.242857142857143,184,2.59
22374,AIRLINE BAG VINTAGE JET SET RED,894,343,2.5454154920048113,4273.34,4.924752186588921,226,1.21
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,5383,295,48.01809946434171,4273.17,0.8482372881355932,225,7.29
23288,GREEN VINTAGE SPOT BEAKER,4505,135,179.37702063933358,4261.889999999999,0.8485925925925926,107,6.1
15044D,RED PAPER PARASOL,1544,190,14.414676607495952,4252.84,2.9333684210526316,105,2.09
22908,PACK OF 20 NAPKINS RED APPLES,5430,418,25.21513960940042,4246.44,0.8457894736842104,266,7.36
21967,PACK OF 12 SKULL TISSUES,15449,376,290.00413837839574,4246.29,0.30553191489361703,250,20.93
22593,CHRISTMAS GINGHAM STAR,5067,313,19.04918386049121,4246.11,0.875335463258786,247,6.87
23503,PLAYING CARDS KEEP CALM & CARRY ON,3432,334,10.731315724788331,4242.96,1.24811377245509,284,4.65
22361,GLASS JAR DAISY FRESH COTTON WOOL,1535,265,14.063382619528596,4242.65,2.9243396226415097,189,2.08
21564,PINK  HEART SHAPE LOVE BUCKET ,1897,255,21.509273576207335,4237.47,2.8632549019607842,134,2.57
22110,BIRD HOUSE HOT WATER BOTTLE,1866,334,13.13992403750858,4233.11,2.6974850299401196,217,2.53
22611,VINTAGE UNION JACK SHOPPING BAG,896,190,5.869233128917418,4227.6,4.908157894736842,135,1.21
21249,WOODLAND  HEIGHT CHART STICKERS ,1553,188,13.17675573003487,4215.349999999999,2.9090957446808514,155,2.1
20747,PICCADILLY TEA SET,309,70,8.318815511320537,4212.55,14.729999999999999,48,0.42
21916,SET 12 RETRO WHITE CHALK STICKS,10417,549,42.37527087929376,4211.9800000000005,0.42477231329690346,304,14.12
23530,WALL ART ONLY ONE PERSON ,1031,73,27.49694185292826,4211.55,4.749178082191781,59,1.4
23494,VINTAGE DOILY DELUXE SEWING KIT ,722,177,6.063533255607597,4194.900000000001,5.933050847457627,145,0.98
21506,"FANCY FONT BIRTHDAY CARD, ",10430,546,36.78407753887261,4186.92,0.4175824175824176,310,14.13
23167,SMALL CERAMIC TOP STORAGE JAR ,5666,184,107.59400901958543,4184.18,0.8270652173913042,129,7.68
22801,ANTIQUE GLASS PEDESTAL BOWL,1144,233,7.296996103776062,4175.85,3.760214592274678,173,1.55
22367,CHILDS APRON SPACEBOY DESIGN,2247,291,9.759602452376805,4174.35,1.9340206185567008,231,3.04
22348,TEA BAG PLATE RED RETROSPOT,5033,358,30.288425286246174,4171.19,0.8608938547486034,196,6.82
22653,BUTTON BOX ,2198,234,19.991396117122807,4158.36,1.9430769230769231,156,2.98
22180,RETROSPOT LAMP,424,181,2.031368491845429,4149.2,9.917955801104972,122,0.57
22299,PIG KEYRING WITH LIGHT & SOUND ,3795,128,40.44332864867875,4147.69,1.176875,103,5.14
20677,PINK POLKADOT BOWL,3563,281,19.535057714751137,4147.58,1.2566548042704626,163,4.83
15060B,FAIRY CAKE DESIGN UMBRELLA,1137,274,5.448011017072002,4138.17,3.7656204379562044,174,1.54
23389,SPACEBOY MINI BACKPACK,1030,203,12.430776965596113,4134.5,4.142118226600985,157,1.4
21590,KINGS CHOICE CIGAR BOX MATCHES ,3438,289,24.910456710343098,4128.78,1.2460553633217994,203,4.66
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1487,208,15.412896884600412,4127.45,2.925,142,2.01
21591,COSY HOUR CIGAR BOX MATCHES ,3325,369,12.52171555473148,4124.33,1.248970189701897,264,4.51
79341,WILLOW BRANCH LIGHTS.,703,64,37.400658761493105,4121.25,6.628125,49,0.95
23404,HOME SWEET HOME BLACKBOARD,969,136,17.821101724266846,4108.58,4.863676470588236,104,1.31
48189,DOORMAT FRIENDSHIP ,795,58,54.67511978526404,4099.43,7.27448275862069,52,1.08
22476,EMPIRE UNION JACK TV DINNER TRAY,1221,189,43.93497082735814,4079.47,4.943121693121693,145,1.65
22070,SMALL RED RETROSPOT MUG IN BOX ,1426,199,18.961620945471733,4078.51,3.808693467336683,156,1.93
22426,ENAMEL WASH BOWL CREAM,1182,274,5.0972258846296,4073.3,3.677007299270073,182,1.6
21534,DAIRY MAID LARGE MILK JUG,851,298,2.8384062144853464,4071.75,4.914765100671142,199,1.15
23397,FOOT STOOL HOME SWEET HOME ,434,176,3.65028018849861,4069.8999999999996,9.84772727272727,139,0.59
23241,TREASURE TIN GYMKHANA DESIGN,2005,287,15.66117914927554,4060.0,2.0751916376306623,183,2.72
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,92,1.3221531180820494,4049.85,19.95,69,0.28
10135,COLOURING PENCILS BROWN TUBE,3887,252,47.64366269987469,4048.14,1.2218650793650794,178,5.27
22760,"TRAY, BREAKFAST IN BED",337,103,6.095955224021911,4041.15,12.522815533980582,82,0.46
22075,6 RIBBONS ELEGANT CHRISTMAS ,2801,261,21.415058150537966,4031.27,1.5908429118773946,201,3.8
22601,CHRISTMAS RETROSPOT ANGEL WOOD,4923,335,38.02161941271329,4016.0699999999997,0.8705671641791044,257,6.67
22833,HALL CABINET WITH 3 DRAWERS,118,11,22.579153700220516,4013.59,43.27090909090909,9,0.16
22127,PARTY CONES CARNIVAL ASSORTED,3445,150,57.26852054305365,3998.45,1.2398666666666667,128,4.67
21355,TOAST ITS - I LOVE YOU ,3339,282,30.27876527972271,3982.15,1.2429078014184398,213,4.52
22574,HEART WOODEN CHRISTMAS DECORATION,4684,314,21.68050368519964,3980.62,0.8735987261146497,253,6.35
21535,RETRO SPOT SMALL MILK JUG,1637,252,10.146927788881374,3969.15,2.5357142857142856,171,2.22
22959,WRAP CHRISTMAS VILLAGE,9663,281,34.54317789072157,3950.46,0.4180782918149466,251,13.09
23163,REGENCY SUGAR TONGS,1714,134,14.90272954100745,3949.7000000000003,2.4349253731343286,95,2.32
22053,EMPIRE DESIGN ROSETTE,4518,66,479.84206317746424,3948.92,1.2406060606060605,61,6.12
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,247,7.118077601084767,3942.82,4.831295546558704,183,1.23
23129,HEART SHAPED HOLLY WREATH,942,165,8.779145314960756,3933.1800000000003,4.418727272727273,138,1.28
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4992,460,18.497361751827395,3931.8599999999997,0.853,306,6.76
20982,12 PENCILS TALL TUBE SKULLS,4601,496,10.681538805855505,3899.93,0.8489516129032257,316,6.23
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,799,244,5.700553167518513,3899.05,4.9471311475409845,164,1.08
22474,SPACEBOY TV DINNER TRAY,888,190,15.364662338907364,3898.44,4.767526315789474,143,1.2
85132A,CHARLIE + LOLA BISCUITS TINS,1183,147,11.647995496511752,3896.6499999999996,5.674013605442177,98,1.6
22612,TEA COSY VINTAGE UNION JACK,988,98,43.304644513980506,3885.93,3.746938775510204,83,1.34
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,955,166,10.940299008150225,3884.51,4.218192771084338,112,1.29
22790,"MIRROR, ARCHED GEORGIAN",200,1,1.0,3884.0,19.42,1,0.27
20677,PINK SPOTTY BOWL,3325,270,20.848920232775654,3882.6499999999996,1.238037037037037,161,4.51
20979,36 PENCILS TUBE RED SPOTTY,3225,204,21.910649739524224,3882.29,1.2434803921568627,144,4.37
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,238,30.46728581172827,3879.9800000000005,0.8369747899159663,180,6.63
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,123,52.454398745522106,3879.4500000000003,1.645121951219512,112,3.32
23486,ANTIQUE HEART SHELF UNIT,267,68,18.049117212025923,3879.15,16.44705882352941,64,0.36
21844,RETRO SPOT MUG,1396,125,12.173964816559915,3878.2,2.902,102,1.89
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,266,9.253842856020164,3876.97,1.477781954887218,141,3.65
22548,HEADS AND TAILS SPORTING FUN,3315,386,17.42095358605994,3873.1,1.2533419689119172,293,4.49
23557,LANDMARK FRAME BAKER STREET ,347,29,55.404024324321874,3867.85,12.39310344827586,25,0.47
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1478,190,25.18888599605157,3862.88,4.1466315789473684,119,2.0
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,143,13.829027349715544,3852.44,4.164965034965035,116,1.3
46000M,POLYESTER FILLER PAD 45x45cm,2485,343,6.9961201803054065,3851.75,1.55,205,3.37
20961,STRAWBERRY BATH SPONGE ,3138,318,20.190297575408845,3850.66,1.274245283018868,177,4.25
21987,PACK OF 6 SKULL PAPER CUPS,6320,355,51.34799291329157,3848.7999999999997,0.6476338028169014,209,8.56
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,245,5.967622017688619,3842.84,3.7693061224489797,167,1.45
21901,"KEY FOB , BACK DOOR ",6014,594,27.691713505514052,3833.42,0.6605387205387205,315,8.15
21153,RED SPOTTY TABLECLOTH ,370,123,4.774412563572869,3832.5,10.632439024390244,91,0.5
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,128,5.279188638149366,3822.5,6.4125,76,0.84
21143,ANTIQUE GLASS HEART DECORATION ,2003,157,14.663053724821161,3819.45,1.944267515923567,128,2.71
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3901,260,57.77960375974041,3817.23,1.1899615384615385,149,5.29
22896,PEG BAG APPLES DESIGN,1586,265,9.654238279244503,3813.67,2.5858867924528304,171,2.15
21244,BLUE POLKADOT PLATE ,2395,186,21.159644905054336,3805.6299999999997,1.6758064516129032,128,3.25
21539,RETRO SPOTS BUTTER DISH,830,150,16.48455313831777,3793.5,4.88,111,1.12
22600,CHRISTMAS RETROSPOT STAR WOOD,4594,350,19.612906440875474,3793.3599999999997,0.8652285714285713,278,6.22
71038,WHITE HANGING BEADS CANDLE HOLDER,717,145,4.7781029916938484,3789.25,5.411379310344827,85,0.97
22747,POPPY'S PLAYHOUSE BATHROOM,1870,331,17.734006660037526,3789.0,2.0954682779456193,241,2.53
51014A,"FEATHER PEN,HOT PINK",6048,247,36.76179642567149,3787.7599999999998,0.6347368421052632,161,8.2
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,109,18.31763297699008,3785.5,6.6,86,0.88
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,325,27.47922464834942,3784.52,0.8527999999999999,192,6.44
22530,MAGIC DRAWING SLATE DOLLY GIRL ,9438,377,45.17508938999439,3781.8,0.416498673740053,281,12.79
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,254,7.2641958456609705,3776.2200000000003,2.5017716535433068,192,2.17
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1023,276,4.515520008660864,3771.09,3.7434420289855073,187,1.39
23283,DOORMAT VINTAGE LEAF,541,121,9.728030273531983,3766.57,8.092231404958678,100,0.73
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,200,4.852093782106006,3763.64,3.8817000000000004,151,1.37
23050,RECYCLED ACAPULCO MAT GREEN,459,176,2.196033910272092,3763.55,8.240909090909092,116,0.62
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,196,22.43632014253812,3761.9199999999996,1.454438775510204,172,3.59
22892,SET OF SALT AND PEPPER TOADSTOOLS,3084,248,12.002187341459718,3759.24,1.2446370967741935,145,4.18
21679,SKULLS  STICKERS,4691,269,54.591913386119025,3756.47,0.8471003717472119,181,6.36
22926,IVORY GIANT GARDEN THERMOMETER,649,202,4.445270579015861,3753.55,5.935148514851486,152,0.88
23193,BUFFALO BILL TREASURE BOOK BOX,1847,137,49.35363121955267,3750.57,2.265912408759124,109,2.5
23184,BULL DOG BOTTLE OPENER,778,199,5.54065409263425,3749.5,5.097939698492462,129,1.05
23534,WALL ART STOP FOR TEA ,688,154,10.933051664932773,3748.1800000000003,5.909285714285714,131,0.93
22573,STAR WOODEN CHRISTMAS DECORATION,4502,294,38.78087610074248,3739.34,0.8800680272108844,235,6.1
21955,UNION JACK GUNS & ROSES  DOORMAT,747,87,26.564774597172033,3737.4500000000003,6.29655172413793,49,1.01
22736,RIBBON REEL MAKING SNOWMEN ,2274,295,10.966698015001718,3735.26,1.6875593220338982,228,3.08
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,241,14.768658639439758,3734.04,2.076182572614108,123,2.59
20963,APPLE BATH SPONGE,3038,298,19.663388821978177,3729.29,1.2799328859060404,168,4.12
22782,SET 3 WICKER STORAGE BASKETS ,254,84,4.095181389619281,3712.2999999999997,19.985714285714284,75,0.34
22797,CHEST OF DRAWERS GINGHAM HEART ,222,125,2.79361022057769,3711.24,16.984719999999996,98,0.3
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,189,9.813202423212404,3709.63,3.7835449735449735,149,1.36
21714,CITRONELLA CANDLE GARDEN POT,3357,324,25.73241381493453,3707.37,1.2383024691358024,230,4.55
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,237,26.891058914817393,3703.95,1.6381856540084387,132,3.27
21810,CHRISTMAS HANGING STAR WITH BELL,6281,257,34.03693508385742,3698.65,0.7628015564202334,171,8.51
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,307,61.448871317266125,3697.7,0.5688925081433225,178,10.39
21495,SKULLS AND CROSSBONES WRAP,9065,267,33.85930459524646,3695.3,0.41797752808988764,150,12.28
23351,ROLL WRAP 50'S CHRISTMAS,3054,275,12.53636197623552,3694.02,1.2438909090909092,242,4.14
20981,12 PENCILS TALL TUBE WOODLAND,4431,429,17.292606689788098,3691.47,0.8490909090909091,290,6.0
21034,REX CASH+CARRY JUMBO SHOPPER,3884,1950,2.1091153918761063,3689.7999999999997,0.95,800,5.26
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,170,6.834170202222152,3689.2799999999997,4.2798823529411765,112,1.22
21470,FLOWER VINE RAFFIA FOOD COVER,1011,269,5.34667342536718,3687.18,3.782453531598513,160,1.37
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,238,7.7922079748662,3686.14,3.7472268907563024,170,1.43
22272,FELTCRAFT DOLL MARIA,1343,280,9.216510902759575,3684.91,2.932,207,1.82
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,222,122.59984911714432,3677.14,0.7336486486486486,156,7.6
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,213,17.701105211188985,3675.55,2.657511737089202,159,2.64
23110,PARISIENNE KEY CABINET ,662,220,3.4482354816490246,3673.7,5.713636363636364,157,0.9
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,237,5.216509530317857,3669.45,3.743248945147679,161,1.35
85053,FRENCH ENAMEL CANDLEHOLDER,1845,283,9.840688998383703,3667.29,2.12565371024735,185,2.5
