StockCode,Description,total_units_sold,transaction_count,demand_std,total_revenue,avg_price,unique_customers,avg_daily_demand,safety_stock,reorder_point,eoq,current_stock,stock_status,recommended_action
23503,PLAYING CARDS KEEP CALM & CARRY ON,3432,334,10.731315724788333,4242.96,1.24811377245509,284,4.65,47,80,452,54,Reorder Triggered,Order 452 units immediately
22361,GLASS JAR DAISY FRESH COTTON WOOL,1535,265,14.063382619528596,4242.65,2.9243396226415097,189,2.08,62,77,198,149,Optimal,Maintain current stock levels
21564,PINK  HEART SHAPE LOVE BUCKET ,1897,255,21.50927357620733,4237.47,2.863254901960784,134,2.57,94,112,222,55,Critical Risk,Order 222 units immediately
22110,BIRD HOUSE HOT WATER BOTTLE,1866,334,13.13992403750858,4233.11,2.69748502994012,217,2.53,58,76,227,124,Optimal,Maintain current stock levels
22611,VINTAGE UNION JACK SHOPPING BAG,896,190,5.869233128917418,4227.6,4.908157894736842,135,1.21,26,35,117,30,Reorder Triggered,Order 117 units immediately
21249,WOODLAND  HEIGHT CHART STICKERS ,1553,188,13.17675573003487,4215.349999999999,2.9090957446808514,155,2.1,58,73,199,85,Optimal,Maintain current stock levels
20747,PICCADILLY TEA SET,309,70,8.318815511320537,4212.55,14.73,48,0.42,37,40,40,38,Reorder Triggered,Order 40 units immediately
21916,SET 12 RETRO WHITE CHALK STICKS,10417,549,42.37527087929376,4211.9800000000005,0.4247723132969034,304,14.12,185,284,880,308,Optimal,Maintain current stock levels
23530,WALL ART ONLY ONE PERSON ,1031,73,27.49694185292826,4211.55,4.749178082191781,59,1.4,121,131,128,247,Optimal,Maintain current stock levels
23494,VINTAGE DOILY DELUXE SEWING KIT ,722,177,6.063533255607597,4194.900000000001,5.933050847457627,145,0.98,27,34,96,33,Reorder Triggered,Order 96 units immediately
21506,"FANCY FONT BIRTHDAY CARD, ",10430,546,36.78407753887261,4186.92,0.4175824175824176,310,14.13,161,260,880,402,Optimal,Maintain current stock levels
23167,SMALL CERAMIC TOP STORAGE JAR ,5666,184,107.59400901958544,4184.18,0.8270652173913042,129,7.68,470,524,649,706,Optimal,Maintain current stock levels
22801,ANTIQUE GLASS PEDESTAL BOWL,1144,233,7.296996103776062,4175.85,3.760214592274678,173,1.55,32,43,151,76,Optimal,Maintain current stock levels
22367,CHILDS APRON SPACEBOY DESIGN,2247,291,9.759602452376804,4174.35,1.9340206185567008,231,3.04,43,65,294,154,Overstocked,Overstock alert: Pause purchase orders (Excess: 24 units)
22348,TEA BAG PLATE RED RETROSPOT,5033,358,30.288425286246174,4171.19,0.8608938547486034,196,6.82,133,181,612,347,Optimal,Maintain current stock levels
22653,BUTTON BOX ,2198,234,19.991396117122807,4158.36,1.9430769230769231,156,2.98,88,109,290,85,Critical Risk,Order 290 units immediately
22180,RETROSPOT LAMP,424,181,2.031368491845429,4149.2,9.917955801104972,122,0.57,9,13,57,5,Critical Risk,Order 57 units immediately
22299,PIG KEYRING WITH LIGHT & SOUND ,3795,128,40.44332864867875,4147.69,1.176875,103,5.14,177,213,489,187,Reorder Triggered,Order 489 units immediately
20677,PINK POLKADOT BOWL,3563,281,19.535057714751137,4147.58,1.2566548042704626,163,4.83,86,120,459,194,Optimal,Maintain current stock levels
15060B,FAIRY CAKE DESIGN UMBRELLA,1137,274,5.448011017072002,4138.17,3.765620437956205,174,1.54,24,35,150,15,Critical Risk,Order 150 units immediately
23389,SPACEBOY MINI BACKPACK,1030,203,12.430776965596111,4134.5,4.142118226600985,157,1.4,55,65,137,91,Optimal,Maintain current stock levels
21590,KINGS CHOICE CIGAR BOX MATCHES ,3438,289,24.910456710343094,4128.78,1.2460553633217994,203,4.66,109,142,453,230,Optimal,Maintain current stock levels
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1487,208,15.412896884600412,4127.45,2.925,142,2.01,68,83,194,86,Optimal,Maintain current stock levels
21591,COSY HOUR CIGAR BOX MATCHES ,3325,369,12.52171555473148,4124.33,1.248970189701897,264,4.51,55,87,445,174,Optimal,Maintain current stock levels
79341,WILLOW BRANCH LIGHTS.,703,64,37.40065876149311,4121.25,6.628125,49,0.95,164,171,89,92,Critical Risk,Order 243 units immediately
23404,HOME SWEET HOME BLACKBOARD,969,136,17.821101724266846,4108.58,4.863676470588236,104,1.31,78,88,122,41,Critical Risk,Order 125 units immediately
48189,DOORMAT FRIENDSHIP ,795,58,54.67511978526404,4099.43,7.27448275862069,52,1.08,239,247,91,470,Optimal,Maintain current stock levels
22476,EMPIRE UNION JACK TV DINNER TRAY,1221,189,43.93497082735814,4079.47,4.943121693121693,145,1.65,192,204,136,284,Optimal,Maintain current stock levels
22070,SMALL RED RETROSPOT MUG IN BOX ,1426,199,18.961620945471733,4078.51,3.808693467336683,156,1.93,83,97,167,177,Optimal,Maintain current stock levels
22426,ENAMEL WASH BOWL CREAM,1182,274,5.0972258846296,4073.3,3.677007299270073,182,1.6,23,35,155,44,Optimal,Maintain current stock levels
21534,DAIRY MAID LARGE MILK JUG,851,298,2.8384062144853464,4071.75,4.914765100671142,199,1.15,13,22,114,19,Reorder Triggered,Order 114 units immediately
23397,FOOT STOOL HOME SWEET HOME ,434,176,3.65028018849861,4069.9,9.84772727272727,139,0.59,16,21,58,45,Overstocked,Overstock alert: Pause purchase orders (Excess: 3 units)
23241,TREASURE TIN GYMKHANA DESIGN,2005,287,15.66117914927554,4060.0,2.0751916376306623,183,2.72,69,89,268,184,Overstocked,Overstock alert: Pause purchase orders (Excess: 6 units)
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,203,92,1.3221531180820494,4049.85,19.95,69,0.28,6,8,28,15,Optimal,Maintain current stock levels
10135,COLOURING PENCILS BROWN TUBE,3887,252,47.64366269987469,4048.14,1.2218650793650794,178,5.27,208,245,486,221,Reorder Triggered,Order 486 units immediately
22760,"TRAY, BREAKFAST IN BED",337,103,6.095955224021911,4041.15,12.522815533980582,82,0.46,27,31,45,50,Optimal,Maintain current stock levels
22075,6 RIBBONS ELEGANT CHRISTMAS ,2801,261,21.415058150537966,4031.27,1.5908429118773946,201,3.8,94,121,362,133,Optimal,Maintain current stock levels
22601,CHRISTMAS RETROSPOT ANGEL WOOD,4923,335,38.02161941271329,4016.07,0.8705671641791044,257,6.67,166,213,605,107,Critical Risk,Order 605 units immediately
22833,HALL CABINET WITH 3 DRAWERS,118,11,22.57915370022052,4013.59,43.27090909090909,9,0.16,99,101,15,235,Overstocked,Overstock alert: Pause purchase orders (Excess: 33 units)
22127,PARTY CONES CARNIVAL ASSORTED,3445,150,57.26852054305365,3998.45,1.239866666666667,128,4.67,251,284,455,171,Critical Risk,Order 455 units immediately
21355,TOAST ITS - I LOVE YOU ,3339,282,30.27876527972271,3982.15,1.2429078014184398,213,4.52,133,165,447,395,Overstocked,Overstock alert: Pause purchase orders (Excess: 65 units)
22574,HEART WOODEN CHRISTMAS DECORATION,4684,314,21.68050368519964,3980.62,0.8735987261146497,253,6.35,95,140,590,180,Optimal,Maintain current stock levels
21535,RETRO SPOT SMALL MILK JUG,1637,252,10.146927788881374,3969.15,2.5357142857142856,171,2.22,45,61,219,44,Critical Risk,Order 219 units immediately
22959,WRAP CHRISTMAS VILLAGE,9663,281,34.54317789072157,3950.46,0.4180782918149466,251,13.09,151,243,847,363,Optimal,Maintain current stock levels
23163,REGENCY SUGAR TONGS,1714,134,14.90272954100745,3949.7,2.434925373134329,95,2.32,66,83,229,185,Overstocked,Overstock alert: Pause purchase orders (Excess: 19 units)
22053,EMPIRE DESIGN ROSETTE,4518,66,479.8420631774642,3948.92,1.2406060606060605,61,6.12,2095,2138,520,4086,Optimal,Maintain current stock levels
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,247,7.118077601084767,3942.82,4.831295546558704,183,1.23,32,41,119,86,Overstocked,Overstock alert: Pause purchase orders (Excess: 4 units)
23129,HEART SHAPED HOLLY WREATH,942,165,8.779145314960756,3933.18,4.418727272727273,138,1.28,39,48,126,84,Optimal,Maintain current stock levels
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4992,460,18.497361751827395,3931.86,0.853,306,6.76,81,129,609,236,Optimal,Maintain current stock levels
20982,12 PENCILS TALL TUBE SKULLS,4601,496,10.681538805855505,3899.93,0.8489516129032257,316,6.23,47,91,585,198,Overstocked,Overstock alert: Pause purchase orders (Excess: 16 units)
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,799,244,5.700553167518513,3899.05,4.9471311475409845,164,1.08,25,33,110,29,Reorder Triggered,Order 110 units immediately
22474,SPACEBOY TV DINNER TRAY,888,190,15.364662338907364,3898.44,4.767526315789474,143,1.2,68,77,118,107,Optimal,Maintain current stock levels
85132A,CHARLIE + LOLA BISCUITS TINS,1183,147,11.647995496511752,3896.65,5.674013605442177,98,1.6,51,63,125,50,Critical Risk,Order 125 units immediately
22612,TEA COSY VINTAGE UNION JACK,988,98,43.304644513980506,3885.93,3.746938775510204,83,1.34,190,200,140,495,Overstocked,Overstock alert: Pause purchase orders (Excess: 95 units)
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,955,166,10.940299008150223,3884.51,4.218192771084338,112,1.29,48,58,130,138,Overstocked,Overstock alert: Pause purchase orders (Excess: 22 units)
22790,"MIRROR, ARCHED GEORGIAN",200,1,1.0,3884.0,19.42,1,0.27,5,7,28,3,Critical Risk,Order 28 units immediately
20677,PINK SPOTTY BOWL,3325,270,20.84892023277565,3882.65,1.238037037037037,161,4.51,92,124,447,230,Optimal,Maintain current stock levels
20979,36 PENCILS TUBE RED SPOTTY,3225,204,21.910649739524224,3882.29,1.243480392156863,144,4.37,96,127,439,297,Overstocked,Overstock alert: Pause purchase orders (Excess: 43 units)
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,238,30.46728581172827,3879.980000000001,0.8369747899159663,180,6.63,134,181,603,127,Critical Risk,Order 603 units immediately
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,123,52.454398745522106,3879.45,1.645121951219512,112,3.32,229,253,333,393,Optimal,Maintain current stock levels
23486,ANTIQUE HEART SHELF UNIT,267,68,18.049117212025923,3879.15,16.44705882352941,64,0.36,79,82,35,190,Overstocked,Overstock alert: Pause purchase orders (Excess: 26 units)
21844,RETRO SPOT MUG,1396,125,12.173964816559916,3878.2,2.902,102,1.89,54,68,189,26,Critical Risk,Order 189 units immediately
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,266,9.253842856020164,3876.97,1.477781954887218,141,3.65,41,67,368,123,Optimal,Maintain current stock levels
22548,HEADS AND TAILS SPORTING FUN,3315,386,17.42095358605994,3873.1,1.2533419689119172,293,4.49,77,109,443,105,Reorder Triggered,Order 443 units immediately
23557,LANDMARK FRAME BAKER STREET ,347,29,55.404024324321874,3867.85,12.39310344827586,25,0.47,242,246,46,575,Overstocked,Overstock alert: Pause purchase orders (Excess: 83 units)
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1478,190,25.18888599605157,3862.88,4.146631578947368,119,2.0,110,124,163,303,Overstocked,Overstock alert: Pause purchase orders (Excess: 55 units)
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,143,13.829027349715544,3852.44,4.164965034965035,116,1.3,61,71,131,169,Overstocked,Overstock alert: Pause purchase orders (Excess: 27 units)
46000M,POLYESTER FILLER PAD 45x45cm,2485,343,6.996120180305407,3851.75,1.55,205,3.37,31,55,346,74,Optimal,Maintain current stock levels
20961,STRAWBERRY BATH SPONGE ,3138,318,20.190297575408845,3850.66,1.274245283018868,177,4.25,89,119,428,262,Overstocked,Overstock alert: Pause purchase orders (Excess: 24 units)
21987,PACK OF 6 SKULL PAPER CUPS,6320,355,51.34799291329157,3848.8,0.6476338028169014,209,8.56,225,285,685,616,Overstocked,Overstock alert: Pause purchase orders (Excess: 46 units)
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,245,5.967622017688619,3842.84,3.76930612244898,167,1.45,27,38,146,39,Optimal,Maintain current stock levels
21901,"KEY FOB , BACK DOOR ",6014,594,27.69171350551405,3833.42,0.6605387205387205,315,8.15,121,179,668,381,Overstocked,Overstock alert: Pause purchase orders (Excess: 23 units)
21153,RED SPOTTY TABLECLOTH ,370,123,4.774412563572869,3832.5,10.632439024390244,91,0.5,21,25,51,10,Critical Risk,Order 51 units immediately
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,128,5.279188638149366,3822.5,6.4125,76,0.84,24,30,85,49,Optimal,Maintain current stock levels
21143,ANTIQUE GLASS HEART DECORATION ,2003,157,14.66305372482116,3819.45,1.944267515923567,128,2.71,65,84,277,68,Reorder Triggered,Order 277 units immediately
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3901,260,57.77960375974041,3817.23,1.1899615384615383,149,5.29,253,291,494,165,Critical Risk,Order 494 units immediately
22896,PEG BAG APPLES DESIGN,1586,265,9.654238279244504,3813.67,2.5858867924528304,171,2.15,43,59,214,28,Critical Risk,Order 214 units immediately
21244,BLUE POLKADOT PLATE ,2395,186,21.159644905054336,3805.63,1.6758064516129032,128,3.25,93,116,326,213,Optimal,Maintain current stock levels
21539,RETRO SPOTS BUTTER DISH,830,150,16.48455313831777,3793.5,4.88,111,1.12,72,80,113,84,Optimal,Maintain current stock levels
22600,CHRISTMAS RETROSPOT STAR WOOD,4594,350,19.612906440875477,3793.36,0.8652285714285713,278,6.22,86,130,584,247,Optimal,Maintain current stock levels
71038,WHITE HANGING BEADS CANDLE HOLDER,717,145,4.778102991693848,3789.25,5.411379310344827,85,0.97,21,28,100,13,Critical Risk,Order 100 units immediately
22747,POPPY'S PLAYHOUSE BATHROOM,1870,331,17.734006660037526,3789.0,2.0954682779456197,241,2.53,78,96,258,96,Reorder Triggered,Order 258 units immediately
51014A,"FEATHER PEN,HOT PINK",6048,247,36.76179642567149,3787.76,0.6347368421052632,161,8.2,161,219,671,326,Optimal,Maintain current stock levels
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,109,18.31763297699008,3785.5,6.6,86,0.88,80,87,86,178,Overstocked,Overstock alert: Pause purchase orders (Excess: 4 units)
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,325,27.47922464834942,3784.52,0.8527999999999999,192,6.44,120,166,594,167,Optimal,Maintain current stock levels
22530,MAGIC DRAWING SLATE DOLLY GIRL ,9438,377,45.17508938999439,3781.8,0.416498673740053,281,12.79,198,288,837,483,Optimal,Maintain current stock levels
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,254,7.26419584566097,3776.22,2.5017716535433068,192,2.17,32,48,218,108,Overstocked,Overstock alert: Pause purchase orders (Excess: 12 units)
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1023,276,4.515520008660864,3771.09,3.7434420289855073,187,1.39,20,30,143,50,Optimal,Maintain current stock levels
23283,DOORMAT VINTAGE LEAF,541,121,9.728030273531983,3766.57,8.092231404958678,100,0.73,43,49,71,40,Critical Risk,Order 71 units immediately
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,200,4.852093782106006,3763.64,3.8817,151,1.37,22,32,140,12,Critical Risk,Order 140 units immediately
23050,RECYCLED ACAPULCO MAT GREEN,459,176,2.196033910272092,3763.55,8.240909090909092,116,0.62,10,15,65,34,Overstocked,Overstock alert: Pause purchase orders (Excess: 4 units)
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,196,22.43632014253812,3761.92,1.454438775510204,172,3.59,98,124,368,44,Critical Risk,Order 368 units immediately
22892,SET OF SALT AND PEPPER TOADSTOOLS,3084,248,12.002187341459718,3759.24,1.2446370967741935,145,4.18,53,83,429,185,Overstocked,Overstock alert: Pause purchase orders (Excess: 19 units)
21679,SKULLS  STICKERS,4691,269,54.59191338611903,3756.47,0.8471003717472119,181,6.36,239,284,591,416,Optimal,Maintain current stock levels
22926,IVORY GIANT GARDEN THERMOMETER,649,202,4.445270579015861,3753.55,5.935148514851486,152,0.88,20,27,91,64,Overstocked,Overstock alert: Pause purchase orders (Excess: 10 units)
23193,BUFFALO BILL TREASURE BOOK BOX,1847,137,49.35363121955267,3750.57,2.265912408759124,109,2.5,216,234,246,482,Overstocked,Overstock alert: Pause purchase orders (Excess: 14 units)
23184,BULL DOG BOTTLE OPENER,778,199,5.54065409263425,3749.5,5.097939698492462,129,1.05,25,33,107,83,Overstocked,Overstock alert: Pause purchase orders (Excess: 17 units)
23534,WALL ART STOP FOR TEA ,688,154,10.933051664932773,3748.18,5.909285714285714,131,0.93,48,55,93,59,Optimal,Maintain current stock levels
22573,STAR WOODEN CHRISTMAS DECORATION,4502,294,38.78087610074248,3739.34,0.8800680272108844,235,6.1,170,213,578,424,Optimal,Maintain current stock levels
21955,UNION JACK GUNS & ROSES  DOORMAT,747,87,26.564774597172036,3737.45,6.29655172413793,49,1.01,116,124,94,147,Optimal,Maintain current stock levels
22736,RIBBON REEL MAKING SNOWMEN ,2274,295,10.966698015001718,3735.26,1.6875593220338982,228,3.08,48,70,317,95,Optimal,Maintain current stock levels
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,241,14.768658639439758,3734.04,2.076182572614108,123,2.59,65,84,262,142,Optimal,Maintain current stock levels
20963,APPLE BATH SPONGE,3038,298,19.663388821978177,3729.29,1.2799328859060404,168,4.12,86,115,420,256,Overstocked,Overstock alert: Pause purchase orders (Excess: 26 units)
22782,SET 3 WICKER STORAGE BASKETS ,254,84,4.095181389619281,3712.3,19.985714285714284,75,0.34,18,21,31,52,Overstocked,Overstock alert: Pause purchase orders (Excess: 10 units)
22797,CHEST OF DRAWERS GINGHAM HEART ,222,125,2.79361022057769,3711.24,16.984719999999996,98,0.3,13,16,32,32,Optimal,Maintain current stock levels
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,189,9.813202423212404,3709.63,3.7835449735449735,149,1.36,43,53,141,65,Optimal,Maintain current stock levels
21714,CITRONELLA CANDLE GARDEN POT,3357,324,25.73241381493453,3707.37,1.2383024691358024,230,4.55,113,145,449,178,Optimal,Maintain current stock levels
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,237,26.891058914817396,3703.95,1.6381856540084387,132,3.27,118,141,331,272,Optimal,Maintain current stock levels
21810,CHRISTMAS HANGING STAR WITH BELL,6281,257,34.03693508385742,3698.65,0.7628015564202334,171,8.51,149,209,683,173,Reorder Triggered,Order 683 units immediately
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,307,61.448871317266125,3697.7,0.5688925081433225,178,10.39,269,342,755,186,Critical Risk,Order 755 units immediately
21495,SKULLS AND CROSSBONES WRAP,9065,267,33.85930459524646,3695.3,0.4179775280898876,150,12.28,148,234,820,253,Optimal,Maintain current stock levels
23351,ROLL WRAP 50'S CHRISTMAS,3054,275,12.53636197623552,3694.02,1.2438909090909092,242,4.14,55,84,427,79,Reorder Triggered,Order 427 units immediately
20981,12 PENCILS TALL TUBE WOODLAND,4431,429,17.292606689788098,3691.47,0.8490909090909091,290,6.0,76,118,574,113,Reorder Triggered,Order 574 units immediately
21034,REX CASH+CARRY JUMBO SHOPPER,3884,1950,2.1091153918761063,3689.8,0.95,800,5.26,10,47,537,39,Reorder Triggered,Order 537 units immediately
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,170,6.834170202222152,3689.28,4.2798823529411765,112,1.22,30,39,125,16,Critical Risk,Order 125 units immediately
21470,FLOWER VINE RAFFIA FOOD COVER,1011,269,5.34667342536718,3687.18,3.782453531598513,160,1.37,24,34,141,12,Critical Risk,Order 141 units immediately
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,238,7.7922079748662,3686.14,3.7472268907563024,170,1.43,35,46,145,114,Overstocked,Overstock alert: Pause purchase orders (Excess: 22 units)
22272,FELTCRAFT DOLL MARIA,1343,280,9.216510902759577,3684.91,2.932,207,1.82,41,54,185,68,Optimal,Maintain current stock levels
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,222,122.59984911714432,3677.14,0.7336486486486486,156,7.6,536,590,646,676,Optimal,Maintain current stock levels
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,213,17.701105211188985,3675.55,2.657511737089202,159,2.64,78,97,234,175,Optimal,Maintain current stock levels
23110,PARISIENNE KEY CABINET ,662,220,3.4482354816490246,3673.7,5.713636363636364,157,0.9,16,23,93,18,Reorder Triggered,Order 93 units immediately
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,237,5.216509530317857,3669.45,3.743248945147679,161,1.35,23,33,141,79,Overstocked,Overstock alert: Pause purchase orders (Excess: 13 units)
85053,FRENCH ENAMEL CANDLEHOLDER,1845,283,9.840688998383705,3667.29,2.12565371024735,185,2.5,43,61,254,124,Overstocked,Overstock alert: Pause purchase orders (Excess: 2 units)
22284,HEN HOUSE DECORATION,2341,238,20.43355076360568,3665.25,1.6464285714285714,157,3.17,90,113,325,57,Critical Risk,Order 325 units immediately
22594,CHRISTMAS GINGHAM TREE,4354,291,17.754900653490292,3661.12,0.8803780068728523,232,5.9,78,120,569,147,Optimal,Maintain current stock levels
22980,PANTRY SCRUBBING BRUSH,2286,244,13.193838704019738,3656.94,1.674590163934426,198,3.1,58,80,319,179,Overstocked,Overstock alert: Pause purchase orders (Excess: 19 units)
21494,ROTATING LEAVES T-LIGHT HOLDER,2813,247,19.27788743982911,3655.28,1.4743724696356275,147,3.81,85,112,377,267,Overstocked,Overstock alert: Pause purchase orders (Excess: 43 units)
47580,TEA TIME DES TEA COSY,1533,266,13.1353015561578,3651.91,2.542142857142857,158,2.08,58,73,212,97,Optimal,Maintain current stock levels
20675,BLUE POLKADOT BOWL,3116,278,18.044059522330304,3649.97,1.2427338129496404,180,4.22,79,109,432,180,Optimal,Maintain current stock levels
21238,RED SPOTTY CUP,4473,365,17.47504532446991,3649.17,0.8453698630136987,201,6.06,77,120,577,81,Reorder Triggered,Order 577 units immediately
21592,RETRO SPOT  CIGAR BOX MATCHES ,3101,189,46.48310317748447,3648.25,1.2429629629629628,157,4.2,203,233,431,578,Overstocked,Overstock alert: Pause purchase orders (Excess: 112 units)
21795,SET OF 3 BLUE STRIPE BASKET,436,76,37.352150646177485,3632.97,12.6725,64,0.59,164,169,51,137,Critical Risk,Order 196 units immediately
22359,GLASS JAR KINGS CHOICE,1185,147,57.90145436574488,3631.87,2.96265306122449,111,1.61,253,265,173,630,Overstocked,Overstock alert: Pause purchase orders (Excess: 100 units)
85049C,ROMANTIC PINKS RIBBONS ,2927,468,8.66985985588882,3630.32,1.2517735042735043,303,3.97,38,66,417,115,Optimal,Maintain current stock levels
22830,UTILTY CABINET WITH HOOKS,178,16,24.934246863835025,3623.2,24.37625,14,0.24,109,111,24,182,Optimal,Maintain current stock levels
21064,BOOM BOX SPEAKER BOYS,721,106,38.84068064023322,3620.65,5.382075471698113,75,0.98,170,177,100,253,Optimal,Maintain current stock levels
23064,CINDERELLA CHANDELIER ,220,22,23.06718964449805,3617.6,43.01136363636363,20,0.3,101,104,20,84,Critical Risk,Order 121 units immediately
21243,PINK  POLKADOT PLATE ,2282,173,21.78498325366076,3614.66,1.6747398843930636,117,3.09,96,118,318,82,Critical Risk,Order 318 units immediately
22544,MINI JIGSAW SPACEBOY,9209,262,54.82704238993679,3613.4,0.4150381679389313,196,12.48,240,328,827,258,Reorder Triggered,Order 827 units immediately
22788,BROCANTE COAT RACK,459,68,25.91338903623536,3609.95,9.79279411764706,51,0.62,114,119,59,85,Critical Risk,Order 148 units immediately
21911,GARDEN METAL SIGN ,2374,257,25.98080131023269,3609.9,1.6453307392996108,200,3.22,114,137,328,277,Overstocked,Overstock alert: Pause purchase orders (Excess: 3 units)
21244,BLUE  SPOTTY PLATE ,2272,181,23.49335028627078,3609.28,1.6780662983425416,120,3.08,103,125,318,134,Optimal,Maintain current stock levels
21899,"KEY FOB , GARAGE DESIGN",5785,416,43.08286618174022,3601.73,0.6482692307692308,266,7.84,189,244,656,105,Critical Risk,Order 656 units immediately
22458,CAST IRON HOOK GARDEN FORK,1487,151,33.225241076501035,3599.61,2.5394039735099336,121,2.01,146,161,209,392,Overstocked,Overstock alert: Pause purchase orders (Excess: 70 units)
22843,BISCUIT TIN VINTAGE GREEN,573,163,5.998308226739734,3591.73,6.695889570552148,134,0.78,27,33,80,75,Overstocked,Overstock alert: Pause purchase orders (Excess: 9 units)
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2949,188,24.79568748542004,3590.06,1.2572340425531916,98,4.0,109,137,418,321,Overstocked,Overstock alert: Pause purchase orders (Excess: 47 units)
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,205,14.001456848432843,3590.02,3.7739024390243903,170,1.34,62,72,140,180,Overstocked,Overstock alert: Pause purchase orders (Excess: 36 units)
20754,RETROSPOT RED WASHING UP GLOVES,1804,345,10.283327857101993,3581.76,2.0916811594202898,208,2.44,45,63,253,44,Critical Risk,Order 253 units immediately
22398,MAGNETS PACK OF 4 SWALLOWS,4186,401,10.828059973652598,3573.95,0.8960598503740648,273,5.67,48,88,558,104,Optimal,Maintain current stock levels
23049,RECYCLED ACAPULCO MAT RED,435,169,2.089265996347508,3572.75,8.24526627218935,103,0.59,10,15,63,30,Optimal,Maintain current stock levels
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,125,11.81053657517508,3568.26,7.80144,96,0.69,52,57,70,105,Optimal,Maintain current stock levels
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,278,26.425542332901703,3563.55,0.8435611510791367,166,5.92,116,158,570,101,Critical Risk,Order 570 units immediately
21042,RED RETROSPOT APRON ,637,163,10.32664647198783,3556.15,5.934049079754601,109,0.86,46,53,90,112,Overstocked,Overstock alert: Pause purchase orders (Excess: 6 units)
35924,HANGING FAIRY CAKE DECORATION,2003,104,32.32540712012306,3554.4,2.0211538461538465,65,2.71,142,161,271,128,Critical Risk,Order 271 units immediately
22704,WRAP RED APPLES ,8650,293,28.72180605668275,3553.0,0.4189078498293515,207,11.72,126,209,802,166,Reorder Triggered,Order 802 units immediately
23299,FOOD COVER WITH BEADS SET 2 ,977,121,12.784212457334634,3545.17,3.793471074380165,109,1.32,56,66,139,98,Optimal,Maintain current stock levels
84598,BOYS ALPHABET IRON ON PATCHES,18241,41,505.57827311297945,3542.61,0.2060975609756097,30,24.72,2208,2382,1164,3822,Optimal,Maintain current stock levels
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,141,19.718654347613285,3533.25,1.9308510638297876,106,2.6,87,106,272,168,Optimal,Maintain current stock levels
20750, RED/WHITE DOT MINI CASES,478,140,4.235828194499822,3528.1800000000003,7.811,113,0.65,19,24,68,13,Critical Risk,Order 68 units immediately
21181,PLEASE ONE PERSON  METAL SIGN,1787,151,25.87571073769792,3524.7,2.0768211920529804,124,2.42,113,130,253,290,Overstocked,Overstock alert: Pause purchase orders (Excess: 30 units)
22125,UNION JACK HOT WATER BOTTLE ,608,163,4.563761376041429,3514.6,5.925460122699387,117,0.82,20,26,88,23,Reorder Triggered,Order 88 units immediately
22497,SET OF 2 TINS VINTAGE BATHROOM ,838,206,7.754478971249949,3511.5,4.245145631067961,160,1.14,34,42,122,25,Critical Risk,Order 122 units immediately
22080,RIBBON REEL SPOTS DESIGN ,2157,246,11.830743879682291,3509.05,1.647560975609756,199,2.92,52,73,312,165,Overstocked,Overstock alert: Pause purchase orders (Excess: 19 units)
23236,STORAGE TIN VINTAGE DOILY ,1235,160,16.200462713711755,3502.15,2.9887500000000005,124,1.67,71,83,175,200,Overstocked,Overstock alert: Pause purchase orders (Excess: 34 units)
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1429,219,9.94771004771102,3498.15,2.537671232876712,142,1.94,44,58,205,128,Overstocked,Overstock alert: Pause purchase orders (Excess: 12 units)
