CustomerID,first_purchase,last_purchase,total_items_bought,total_orders,total_quantity,avg_quantity_per_line,total_spend,avg_order_value,unique_products_bought,weekend_purchase_ratio,is_churned,days_as_customer,purchase_frequency_days,R_Score,F_Score,M_Score,RFM_Segment
12710,2011-05-22 14:05:00,2011-09-04 12:00:00,77,3,851,11.051948051948052,1149.02,14.922337662337663,75,0.25,1,105,35.0,3,3,3,Loyal Customers
12711,2010-02-01 11:30:00,2010-04-07 11:59:00,60,2,770,12.833333333333334,1339.05,22.3175,56,0.25,1,66,33.0,1,2,4,Lost / Inactive
12712,2009-12-09 10:46:00,2011-11-11 08:19:00,256,21,2205,8.61328125,6723.03,26.2618359375,126,0.25,0,702,33.4,4,5,5,Champions
12713,2011-12-09 12:16:00,2011-12-09 12:16:00,38,1,508,13.368421052631579,848.55,22.330263157894734,38,0.25,0,1,1.0,5,1,3,Promising / New
12714,2009-12-04 10:00:00,2011-11-30 15:43:00,696,12,8774,12.60632183908046,14093.71,20.249583333333334,436,0.25,0,727,60.6,5,5,5,Champions
12715,2011-08-25 15:22:00,2011-08-25 15:22:00,20,1,192,9.6,343.36,17.168,20,0.25,1,1,1.0,3,1,2,Needs Attention
12716,2011-07-29 13:28:00,2011-12-06 08:55:00,69,2,708,10.26086956521739,1053.49,15.267971014492753,60,0.25,0,130,65.0,5,2,3,Promising / New
12717,2010-04-28 14:34:00,2011-07-11 14:47:00,71,3,600,8.450704225352112,1308.91,18.435352112676057,60,0.25,1,440,146.7,3,3,4,Loyal Customers
12718,2011-09-29 16:38:00,2011-09-29 16:38:00,19,1,203,10.68421052631579,238.25,12.539473684210526,19,0.25,0,1,1.0,3,1,1,Needs Attention
12719,2011-10-05 14:50:00,2011-12-04 13:45:00,39,2,374,9.58974358974359,644.95,16.53717948717949,34,0.25,0,60,30.0,5,2,3,Promising / New
12720,2010-07-21 09:46:00,2011-12-07 08:03:00,479,30,6018,12.563674321503132,7787.28,16.257369519832984,262,0.25,0,504,16.8,5,5,5,Champions
12721,2010-08-25 11:07:00,2011-11-08 12:13:00,239,8,2655,11.108786610878662,4013.08,16.79112970711297,183,0.25,0,441,55.1,4,4,5,Champions
12722,2011-07-12 11:55:00,2011-09-15 14:50:00,53,4,566,10.679245283018869,997.63,18.82320754716981,50,0.25,0,66,16.5,3,3,3,Loyal Customers
12723,2011-10-05 15:52:00,2011-12-06 10:19:00,69,5,434,6.2898550724637685,725.07,10.508260869565218,53,0.25,0,62,12.4,5,4,3,Champions
12724,2010-06-22 14:00:00,2011-12-04 16:02:00,129,7,1379,10.689922480620154,2317.52,17.96527131782946,94,0.25,0,531,75.9,5,4,4,Champions
12725,2010-05-04 13:59:00,2010-12-03 15:45:00,106,4,1142,10.773584905660377,2266.7599999999998,21.38452830188679,92,0.25,1,214,53.5,2,3,4,At Risk
12726,2010-03-25 16:25:00,2011-11-11 13:35:00,179,11,4618,25.798882681564248,4014.6,22.427932960893855,63,0.25,0,596,54.2,4,5,5,Champions
12727,2010-02-23 09:54:00,2011-11-29 11:46:00,203,10,2832,13.950738916256158,5679.53,27.9779802955665,132,0.25,0,645,64.5,5,5,5,Champions
12728,2010-11-21 11:34:00,2011-09-29 15:31:00,61,5,543,8.901639344262295,1070.17,17.54377049180328,48,0.25,0,313,62.6,3,4,3,Loyal Customers
12729,2011-08-18 11:40:00,2011-08-18 11:40:00,26,1,233,8.961538461538462,453.01,17.423461538461538,26,0.25,1,1,1.0,3,1,2,Needs Attention
12730,2010-07-06 12:19:00,2010-07-06 12:19:00,47,1,234,4.9787234042553195,829.25,17.643617021276597,47,0.25,1,1,1.0,1,1,3,Lost / Inactive
12731,2010-03-02 09:23:00,2011-11-16 11:59:00,393,17,11641,29.62086513994911,25775.71,65.58704834605598,137,0.25,0,625,36.8,4,5,5,Champions
12732,2011-06-13 11:33:00,2011-06-13 11:33:00,12,1,111,9.25,236.26,19.688333333333333,12,0.25,1,1,1.0,3,1,1,Needs Attention
12733,2010-01-19 13:23:00,2011-04-19 16:19:00,157,4,896,5.707006369426751,2424.87,15.445031847133757,117,0.25,1,456,114.0,2,3,4,At Risk
12734,2010-11-12 13:26:00,2010-12-22 12:47:00,19,3,265,13.947368421052632,639.65,33.66578947368421,17,0.25,1,40,13.3,2,3,3,At Risk
12735,2011-01-06 14:26:00,2011-01-28 13:37:00,43,2,368,8.55813953488372,779.5699999999999,18.12953488372093,38,0.25,1,22,11.0,2,2,3,Lost / Inactive
12736,2011-01-11 07:57:00,2011-01-11 07:57:00,4,1,173,43.25,234.0,58.5,4,0.25,1,1,1.0,2,1,1,Lost / Inactive
12737,2010-07-29 12:27:00,2010-07-29 12:29:00,2,2,2,1.0,3710.5,1855.25,2,0.25,1,1,0.5,1,2,5,Lost / Inactive
12738,2010-12-02 18:27:00,2010-12-02 18:27:00,11,1,148,13.454545454545455,155.35,14.122727272727273,11,0.25,1,1,1.0,2,1,1,Lost / Inactive
12739,2010-11-10 14:27:00,2011-09-22 13:00:00,89,4,951,10.685393258426966,2726.73,30.63741573033708,85,0.25,0,316,79.0,3,3,4,Loyal Customers
12740,2011-10-07 10:44:00,2011-10-07 10:44:00,27,1,342,12.666666666666666,427.6,15.837037037037037,27,0.25,0,1,1.0,3,1,2,Needs Attention
12741,2010-06-24 16:24:00,2010-06-28 14:36:00,16,2,214,13.375,406.07,25.379375,16,0.25,1,4,2.0,1,2,2,Lost / Inactive
12742,2010-03-24 12:43:00,2010-03-24 12:43:00,67,1,1359,20.28358208955224,1201.52,17.933134328358207,67,0.25,1,1,1.0,1,1,3,Lost / Inactive
12743,2011-07-28 16:06:00,2011-07-28 16:21:00,131,2,315,2.404580152671756,540.13,4.123129770992366,114,0.25,1,1,0.5,3,2,2,Needs Attention
12744,2010-04-27 16:19:00,2011-10-19 11:18:00,339,11,6994,20.63126843657817,25317.06,74.68159292035399,245,0.25,0,540,49.1,4,5,5,Champions
12745,2010-01-26 16:22:00,2010-08-10 10:14:00,23,3,468,20.347826086956523,925.41,40.235217391304346,21,0.25,1,196,65.3,1,3,3,At Risk
12746,2010-06-17 10:41:00,2010-06-17 10:41:00,17,1,97,5.705882352941177,254.55,14.973529411764707,17,0.25,1,1,1.0,1,1,1,Lost / Inactive
12747,2009-12-07 13:23:00,2011-12-07 14:34:00,249,26,2640,10.602409638554217,8898.48,35.73686746987951,85,0.25,0,731,28.1,5,5,5,Champions
12748,2009-12-04 17:31:00,2011-12-09 12:20:00,6585,336,37109,5.635383447228549,53539.64,8.130545178435838,2286,0.25,0,735,2.2,5,5,5,Champions
12749,2010-07-06 15:05:00,2011-12-06 09:56:00,338,9,2360,6.982248520710059,6897.36,20.40639053254438,260,0.25,0,518,57.6,5,5,5,Champions
12750,2011-08-03 09:13:00,2011-08-03 09:13:00,15,1,137,9.133333333333333,275.88,18.392,15,0.25,1,1,1.0,3,1,1,Needs Attention
12751,2010-09-21 12:49:00,2010-09-21 12:49:00,62,1,189,3.0483870967741935,268.27,4.326935483870967,61,0.25,1,1,1.0,1,1,1,Lost / Inactive
12752,2011-09-19 13:32:00,2011-09-19 13:32:00,53,1,2262,42.679245283018865,4366.78,82.3920754716981,53,0.25,0,1,1.0,3,1,5,Needs Attention
12753,2010-12-12 11:44:00,2011-11-17 10:52:00,197,6,11421,57.974619289340104,21429.39,108.77862944162436,132,0.25,0,340,56.7,4,4,5,Champions
12754,2011-02-04 10:31:00,2011-04-18 09:00:00,63,3,6481,102.87301587301587,3010.7400000000002,47.789523809523814,49,0.25,1,73,24.3,2,3,5,At Risk
12755,2010-01-15 11:57:00,2011-03-04 12:42:00,63,11,2293,36.3968253968254,5236.26,83.1152380952381,34,0.25,1,414,37.6,2,5,5,At Risk
12756,2011-09-14 09:31:00,2011-09-14 09:31:00,4,1,144,36.0,112.08,28.02,4,0.25,0,1,1.0,3,1,1,Needs Attention
12757,2011-05-12 19:01:00,2011-11-24 12:30:00,364,13,2395,6.579670329670329,7834.650000000001,21.52376373626374,237,0.25,0,196,15.1,5,5,5,Champions
12758,2009-12-01 14:40:00,2011-08-15 10:22:00,313,7,6155,19.664536741214057,9903.24,31.639744408945685,187,0.25,1,622,88.9,3,4,5,Loyal Customers
12759,2009-12-04 10:47:00,2011-10-18 14:49:00,302,8,3202,10.602649006622517,5020.74,16.62496688741722,206,0.25,0,684,85.5,4,4,5,Champions
12760,2010-09-10 08:50:00,2010-09-10 08:50:00,21,1,198,9.428571428571429,347.8,16.561904761904763,21,0.25,1,1,1.0,1,1,2,Lost / Inactive
12761,2010-09-01 10:47:00,2010-09-08 12:17:00,27,2,281,10.407407407407407,782.95,28.99814814814815,27,0.25,1,8,4.0,1,2,3,Lost / Inactive
12762,2011-11-14 14:23:00,2011-12-02 10:23:00,69,2,1227,17.782608695652176,1898.52,27.51478260869565,62,0.25,0,18,9.0,5,2,4,Promising / New
12763,2010-12-05 15:46:00,2011-07-24 14:12:00,18,2,316,17.555555555555557,494.08,27.448888888888888,16,0.25,1,231,115.5,3,2,2,Needs Attention
12764,2011-01-27 10:19:00,2011-01-27 10:19:00,45,1,386,8.577777777777778,1693.88,37.64177777777778,45,0.25,1,1,1.0,2,1,4,Lost / Inactive
12765,2010-03-08 09:43:00,2010-08-24 13:51:00,68,6,1009,14.838235294117647,1404.58,20.65558823529412,49,0.25,1,170,28.3,1,4,4,At Risk
12766,2010-10-28 09:29:00,2011-12-06 08:46:00,402,9,5022,12.492537313432836,8918.99,22.186542288557213,253,0.25,0,404,44.9,5,5,5,Champions
12767,2010-11-29 09:38:00,2010-11-29 09:38:00,43,1,598,13.906976744186046,949.8199999999999,22.088837209302323,43,0.25,1,1,1.0,2,1,3,Lost / Inactive
12768,2010-09-15 12:08:00,2010-09-15 12:08:00,10,1,102,10.2,168.69,16.869,10,0.25,1,1,1.0,1,1,1,Lost / Inactive
12769,2011-04-15 10:25:00,2011-04-15 10:25:00,32,1,356,11.125,1143.6,35.7375,32,0.25,1,1,1.0,2,1,3,Lost / Inactive
12770,2010-09-09 11:43:00,2011-05-13 09:33:00,28,2,1843,65.82142857142857,3246.45,115.94464285714285,19,0.25,1,246,123.0,2,2,5,Lost / Inactive
12771,2010-08-11 11:51:00,2010-08-11 11:51:00,15,1,104,6.933333333333334,282.3,18.82,15,0.25,1,1,1.0,1,1,1,Lost / Inactive
12772,2011-10-11 09:19:00,2011-10-11 09:19:00,55,1,556,10.10909090909091,892.47,16.226727272727274,55,0.25,0,1,1.0,3,1,3,Needs Attention
12773,2010-05-24 17:30:00,2010-05-24 17:30:00,6,1,109,18.166666666666668,124.25,20.708333333333332,6,0.25,1,1,1.0,1,1,1,Lost / Inactive
12774,2010-06-22 10:38:00,2010-06-22 10:38:00,6,1,53,8.833333333333334,98.7,16.45,6,0.25,1,1,1.0,1,1,1,Lost / Inactive
12775,2010-10-26 14:24:00,2011-11-22 16:33:00,81,7,1083,13.37037037037037,1686.12,20.816296296296294,55,0.25,0,393,56.1,5,4,4,Champions
12776,2010-02-10 12:11:00,2010-02-10 12:11:00,4,1,46,11.5,55.5,13.875,4,0.25,1,1,1.0,1,1,1,Lost / Inactive
12777,2010-09-08 11:35:00,2010-09-08 11:35:00,26,1,458,17.615384615384617,519.45,19.978846153846156,26,0.25,1,1,1.0,1,1,2,Lost / Inactive
12778,2010-04-16 09:57:00,2011-11-20 11:30:00,114,9,1735,15.219298245614034,1775.68,15.576140350877193,77,0.25,0,584,64.9,4,5,4,Champions
12779,2009-12-03 07:25:00,2011-11-02 11:43:00,269,14,3501,13.014869888475836,6474.11,24.06732342007435,142,0.25,0,700,50.0,4,5,5,Champions
12780,2010-04-20 09:40:00,2010-04-20 09:40:00,20,1,285,14.25,337.4,16.869999999999997,20,0.25,1,1,1.0,1,1,2,Lost / Inactive
12781,2011-02-28 08:43:00,2011-10-07 10:37:00,25,2,671,26.84,826.74,33.0696,25,0.25,0,222,111.0,3,2,3,Needs Attention
12782,2010-07-08 13:31:00,2011-12-05 09:16:00,227,11,2017,8.885462555066079,4618.24,20.344669603524228,142,0.25,0,515,46.8,5,5,5,Champions
12783,2011-09-25 15:35:00,2011-12-07 15:56:00,84,6,624,7.428571428571429,2225.91,26.49892857142857,76,0.25,0,74,12.3,5,4,4,Champions
12784,2010-06-28 13:06:00,2011-11-30 15:38:00,129,3,862,6.682170542635659,1763.15,13.667829457364341,121,0.25,0,521,173.7,5,3,4,Loyal Customers
12785,2009-12-08 13:56:00,2010-12-10 13:48:00,56,3,453,8.089285714285714,1100.4,19.650000000000002,42,0.25,1,367,122.3,2,3,3,At Risk
12786,2010-04-09 12:12:00,2010-04-09 12:12:00,18,1,324,18.0,728.5,40.47222222222222,18,0.25,1,1,1.0,1,1,3,Lost / Inactive
12787,2010-10-22 14:57:00,2011-11-30 08:44:00,44,4,510,11.590909090909092,862.18,19.595,30,0.25,0,404,101.0,5,3,3,Loyal Customers
12788,2010-06-29 13:05:00,2010-09-02 14:21:00,26,4,194,7.461538461538462,444.9,17.111538461538462,20,0.25,1,66,16.5,1,3,2,At Risk
12789,2010-01-15 12:06:00,2011-10-05 13:34:00,8,3,36,4.5,273.35,34.16875,5,0.25,0,629,209.7,3,3,1,Loyal Customers
12790,2010-10-25 13:04:00,2011-05-31 14:14:00,37,2,306,8.27027027027027,591.85,15.995945945945946,36,0.25,1,219,109.5,2,2,2,Lost / Inactive
12791,2010-03-25 17:29:00,2010-12-01 11:27:00,28,6,353,12.607142857142858,863.51,30.839642857142856,17,0.25,1,251,41.8,2,4,3,At Risk
12792,2010-06-23 10:49:00,2011-03-28 11:36:00,47,2,394,8.382978723404255,827.01,17.59595744680851,39,0.25,1,279,139.5,2,2,3,Lost / Inactive
12793,2010-11-03 13:05:00,2011-01-09 12:12:00,44,3,461,10.477272727272727,885.53,20.125681818181818,34,0.25,1,67,22.3,2,3,3,At Risk
12794,2011-09-02 12:01:00,2011-10-17 14:54:00,45,2,592,13.155555555555555,860.41,19.12022222222222,43,0.25,0,46,23.0,4,2,3,Promising / New
12795,2011-11-21 10:27:00,2011-11-21 10:27:00,14,1,68,4.857142857142857,430.48,30.74857142857143,14,0.25,0,1,1.0,5,1,2,Promising / New
12796,2010-03-21 15:49:00,2010-03-21 15:49:00,7,1,182,26.0,381.0,54.42857142857143,7,0.25,1,1,1.0,1,1,2,Lost / Inactive
12797,2010-10-11 12:53:00,2010-12-09 10:55:00,30,2,215,7.166666666666667,552.08,18.40266666666667,27,0.25,1,59,29.5,2,2,2,Lost / Inactive
12798,2010-10-14 12:27:00,2011-11-29 15:52:00,33,4,8455,256.2121212121212,8510.93,257.9069696969697,27,0.25,0,412,103.0,5,3,5,Loyal Customers
12799,2010-06-28 15:57:00,2010-06-28 15:57:00,15,1,137,9.133333333333333,219.35,14.623333333333333,15,0.25,1,1,1.0,1,1,1,Lost / Inactive
12800,2010-02-01 11:02:00,2010-08-26 14:11:00,34,3,284,8.352941176470589,584.25,17.183823529411764,31,0.25,1,207,69.0,1,3,2,At Risk
12801,2010-07-27 09:38:00,2010-07-27 09:38:00,50,1,505,10.1,1071.82,21.4364,50,0.25,1,1,1.0,1,1,3,Lost / Inactive
12802,2010-05-25 09:34:00,2011-06-06 09:36:00,138,7,1972,14.289855072463768,2416.42,17.510289855072465,108,0.25,1,378,54.0,3,4,4,Loyal Customers
12803,2010-11-11 14:57:00,2010-11-11 14:57:00,55,1,872,15.854545454545455,1092.81,19.869272727272726,55,0.25,1,1,1.0,2,1,3,Lost / Inactive
12804,2010-07-27 13:52:00,2010-08-31 11:58:00,66,2,270,4.090909090909091,325.37,4.929848484848485,60,0.25,1,35,17.5,1,2,2,Lost / Inactive
12805,2010-02-03 09:06:00,2010-11-23 12:27:00,58,4,593,10.224137931034482,1434.95,24.74051724137931,44,0.25,1,294,73.5,2,3,4,At Risk
12806,2010-04-30 10:44:00,2010-09-30 13:34:00,67,4,2087,31.149253731343283,2878.96,42.96955223880597,58,0.25,1,154,38.5,1,3,4,At Risk
12807,2010-11-21 14:21:00,2010-11-21 14:21:00,16,1,145,9.0625,330.35,20.646875,16,0.25,1,1,1.0,2,1,2,Lost / Inactive
12808,2010-09-03 10:24:00,2011-11-03 10:05:00,47,5,322,6.851063829787234,776.7,16.52553191489362,46,0.25,0,426,85.2,4,4,3,Champions
12809,2010-03-02 14:19:00,2011-06-15 10:51:00,81,3,518,6.395061728395062,1755.94,21.67827160493827,75,0.25,1,470,156.7,3,3,4,Loyal Customers
12810,2010-02-01 09:52:00,2010-06-23 10:53:00,32,2,389,12.15625,534.99,16.7184375,32,0.25,1,143,71.5,1,2,2,Lost / Inactive
12811,2010-10-08 12:20:00,2011-03-24 09:42:00,56,5,435,7.767857142857143,1033.9,18.462500000000002,47,0.25,1,167,33.4,2,4,3,At Risk
12812,2011-10-26 09:54:00,2011-10-26 09:54:00,15,1,164,10.933333333333334,229.64,15.309333333333333,15,0.25,0,1,1.0,4,1,1,Promising / New
12813,2010-01-15 16:52:00,2010-07-26 09:50:00,45,3,1141,25.355555555555554,1687.8,37.50666666666667,37,0.25,1,192,64.0,1,3,4,At Risk
12814,2011-08-30 12:11:00,2011-08-30 12:11:00,2,1,49,24.5,125.92,62.96,2,0.25,1,1,1.0,3,1,1,Needs Attention
12815,2011-05-25 13:34:00,2011-07-15 10:21:00,47,2,379,8.063829787234043,1063.46,22.6268085106383,38,0.25,1,51,25.5,3,2,3,Needs Attention
12816,2011-06-16 13:24:00,2011-09-05 12:41:00,29,2,128,4.413793103448276,572.2,19.731034482758623,27,0.25,1,81,40.5,3,2,2,Needs Attention
12817,2010-10-01 08:57:00,2011-03-03 16:28:00,25,3,219,8.76,690.98,27.639200000000002,16,0.25,1,154,51.3,2,3,3,At Risk
12818,2011-03-23 12:06:00,2011-03-23 12:06:00,14,1,929,66.35714285714286,1542.08,110.14857142857143,14,0.25,1,1,1.0,2,1,4,Lost / Inactive
12819,2010-09-07 15:20:00,2010-09-07 15:20:00,19,1,344,18.105263157894736,540.52,28.448421052631577,19,0.25,1,1,1.0,1,1,2,Lost / Inactive
12820,2009-12-05 13:37:00,2011-12-06 15:12:00,159,11,1964,12.352201257861635,2689.52,16.915220125786163,131,0.25,0,732,66.5,5,5,4,Champions
12821,2010-04-07 15:14:00,2011-05-09 15:51:00,13,2,162,12.461538461538462,220.8,16.984615384615385,13,0.25,1,398,199.0,2,2,1,Lost / Inactive
12822,2011-09-13 13:46:00,2011-09-30 10:04:00,46,2,550,11.956521739130435,948.88,20.62782608695652,41,0.25,0,17,8.5,3,2,3,Needs Attention
12823,2010-01-29 12:52:00,2011-09-26 07:35:00,18,18,930,51.666666666666664,6501.5,361.19444444444446,1,0.25,0,605,33.6,3,5,5,Loyal Customers
12824,2011-10-11 12:49:00,2011-10-11 12:49:00,25,1,232,9.28,397.12,15.8848,25,0.25,0,1,1.0,3,1,2,Needs Attention
12825,2010-03-08 10:17:00,2010-07-06 13:56:00,24,2,139,5.791666666666667,518.63,21.609583333333333,20,0.25,1,121,60.5,1,2,2,Lost / Inactive
12826,2009-12-18 10:43:00,2011-12-07 10:25:00,157,12,1915,12.197452229299364,2800.75,17.839171974522294,93,0.25,0,719,59.9,5,5,4,Champions
12827,2011-10-26 15:44:00,2011-12-04 12:17:00,25,3,197,7.88,430.15,17.206,19,0.25,0,39,13.0,5,3,2,Loyal Customers
12828,2011-08-01 16:16:00,2011-12-07 08:45:00,56,6,494,8.821428571428571,1018.7099999999999,18.19125,46,0.25,0,128,21.3,5,4,3,Champions
12829,2010-06-07 15:04:00,2011-01-07 11:13:00,19,3,550,28.94736842105263,385.3,20.278947368421054,17,0.25,1,214,71.3,2,3,2,At Risk
12830,2011-06-21 10:53:00,2011-11-02 11:54:00,38,6,9848,259.1578947368421,6814.64,179.33263157894737,13,0.25,0,135,22.5,4,4,5,Champions
12831,2010-09-02 15:58:00,2011-03-22 13:02:00,22,3,303,13.772727272727273,451.11,20.505,16,0.25,1,201,67.0,2,3,2,At Risk
12832,2011-09-02 13:48:00,2011-11-07 13:30:00,27,2,195,7.222222222222222,383.03000000000003,14.186296296296298,27,0.25,0,66,33.0,4,2,2,Promising / New
12833,2011-07-17 13:46:00,2011-07-17 13:46:00,24,1,156,6.5,417.38,17.390833333333333,24,0.25,1,1,1.0,3,1,2,Needs Attention
12834,2011-03-02 09:49:00,2011-03-02 09:49:00,18,1,110,6.111111111111111,312.38,17.354444444444443,18,0.25,1,1,1.0,2,1,2,Lost / Inactive
12835,2009-12-03 12:13:00,2010-10-08 10:59:00,615,41,2349,3.819512195121951,5996.83,9.750943089430894,138,0.25,1,309,7.5,1,5,5,At Risk
12836,2009-12-01 14:19:00,2011-10-11 15:10:00,411,15,2231,5.428223844282239,6559.73,15.960413625304135,280,0.25,0,680,45.3,4,5,5,Champions
12837,2010-05-19 15:10:00,2011-06-19 16:07:00,88,2,194,2.2045454545454546,662.66,7.530227272727273,83,0.25,1,397,198.5,3,2,3,Needs Attention
12838,2010-04-26 09:59:00,2011-11-06 12:20:00,356,10,1606,4.51123595505618,2975.91,8.359297752808988,230,0.25,0,560,56.0,4,5,5,Champions
12839,2009-12-07 09:18:00,2011-12-07 12:33:00,554,26,6578,11.873646209386282,9669.12,17.453285198555957,156,0.25,0,731,28.1,5,5,5,Champions
12840,2010-02-03 14:51:00,2011-07-19 09:29:00,176,7,2258,12.829545454545455,4041.97,22.965738636363636,109,0.25,1,531,75.9,3,4,5,Loyal Customers
12841,2010-07-08 15:38:00,2011-12-05 11:13:00,644,40,5008,7.77639751552795,6958.2,10.804658385093168,307,0.25,0,515,12.9,5,5,5,Champions
12842,2009-12-02 08:15:00,2011-09-30 15:33:00,48,4,887,18.479166666666668,1917.99,39.958125,45,0.25,0,668,167.0,3,3,4,Loyal Customers
12843,2009-12-13 11:41:00,2011-10-05 12:09:00,219,30,3028,13.826484018264841,6583.36,30.061004566210045,130,0.25,0,662,22.1,3,5,5,Loyal Customers
12844,2010-04-25 11:51:00,2011-11-10 13:31:00,103,4,223,2.1650485436893203,648.6,6.297087378640777,88,0.25,0,565,141.2,4,3,3,Loyal Customers
12845,2011-02-22 14:10:00,2011-03-17 13:34:00,27,4,204,7.555555555555555,354.09000000000003,13.114444444444446,26,0.25,1,23,5.8,2,3,2,At Risk
12846,2010-01-26 16:29:00,2010-01-26 16:29:00,1,1,1,1.0,15.58,15.58,1,0.25,1,1,1.0,1,1,1,Lost / Inactive
12847,2010-11-17 12:44:00,2011-11-17 13:16:00,119,2,1497,12.579831932773109,1609.0,13.521008403361344,100,0.25,0,366,183.0,4,2,4,Promising / New
12848,2010-02-02 12:45:00,2010-02-02 12:45:00,16,1,58,3.625,208.0,13.0,16,0.25,1,1,1.0,1,1,1,Lost / Inactive
12849,2010-04-27 13:44:00,2011-11-08 13:41:00,144,6,1855,12.881944444444445,3042.47,21.12826388888889,123,0.25,0,560,93.3,4,4,5,Champions
12850,2010-09-20 12:26:00,2010-09-20 12:26:00,2,1,200,100.0,330.0,165.0,2,0.25,1,1,1.0,1,1,2,Lost / Inactive
12851,2010-08-19 15:13:00,2011-09-04 12:41:00,77,2,157,2.038961038961039,280.76,3.6462337662337663,71,0.25,1,381,190.5,3,2,1,Needs Attention
12852,2011-02-18 08:47:00,2011-02-18 08:47:00,17,1,149,8.764705882352942,311.55,18.326470588235296,17,0.25,1,1,1.0,2,1,2,Lost / Inactive
12853,2010-02-05 11:57:00,2011-07-28 11:29:00,148,11,1668,11.27027027027027,3907.5,26.402027027027028,111,0.25,1,538,48.9,3,5,5,Loyal Customers
12854,2009-12-11 12:55:00,2011-09-22 12:15:00,261,7,1630,6.245210727969349,2970.97,11.383026819923371,188,0.25,0,650,92.9,3,4,5,Loyal Customers
12855,2010-11-02 18:16:00,2010-12-02 09:37:00,67,4,240,3.582089552238806,612.84,9.146865671641791,65,0.25,1,30,7.5,2,3,3,At Risk
12856,2011-10-07 12:38:00,2011-12-02 10:52:00,311,6,1076,3.459807073954984,2170.78,6.98,155,0.25,0,56,9.3,5,4,4,Champions
12857,2010-01-25 15:37:00,2011-05-13 10:20:00,121,6,1420,11.735537190082646,3688.0,30.479338842975206,71,0.25,1,473,78.8,2,4,5,At Risk
12858,2010-11-21 12:55:00,2010-11-21 12:55:00,37,1,51,1.3783783783783783,147.27,3.9802702702702706,36,0.25,1,1,1.0,2,1,1,Lost / Inactive
12859,2010-09-07 12:20:00,2010-09-07 12:20:00,21,1,292,13.904761904761905,575.1,27.385714285714286,21,0.25,1,1,1.0,1,1,2,Lost / Inactive
12860,2010-01-15 15:22:00,2010-01-15 15:22:00,16,1,26,1.625,54.22,3.38875,16,0.25,1,1,1.0,1,1,1,Lost / Inactive
12861,2010-03-30 11:39:00,2010-03-30 11:39:00,4,1,27,6.75,68.25,17.0625,4,0.25,1,1,1.0,1,1,1,Lost / Inactive
12862,2010-08-01 15:20:00,2010-10-10 11:47:00,131,2,611,4.66412213740458,984.62,7.51618320610687,119,0.25,1,70,35.0,1,2,3,Lost / Inactive
12863,2010-04-29 13:54:00,2011-10-18 14:15:00,48,6,895,18.645833333333332,2792.55,58.178125,24,0.25,0,538,89.7,4,4,4,Champions
12864,2010-07-19 17:22:00,2011-07-24 13:03:00,7,2,447,63.857142857142854,299.57,42.79571428571428,5,0.25,1,370,185.0,3,2,2,Needs Attention
12865,2010-08-20 12:20:00,2011-11-13 14:31:00,195,4,1973,10.117948717948718,3323.47,17.043435897435895,156,0.25,0,451,112.8,4,3,5,Loyal Customers
12866,2010-07-25 11:37:00,2011-03-01 14:11:00,63,3,553,8.777777777777779,1227.35,19.48174603174603,58,0.25,1,220,73.3,2,3,4,At Risk
12867,2009-12-16 16:25:00,2011-11-13 15:30:00,1050,13,7876,7.500952380952381,7829.26,7.456438095238095,365,0.25,0,697,53.6,4,5,5,Champions
12868,2010-11-12 10:05:00,2011-06-07 10:42:00,134,8,1170,8.73134328358209,2043.76,15.251940298507463,86,0.25,1,208,26.0,3,4,4,Loyal Customers
12869,2010-01-27 12:10:00,2010-01-27 12:10:00,37,1,144,3.891891891891892,337.66999999999996,9.126216216216216,35,0.25,1,1,1.0,1,1,2,Lost / Inactive
12870,2010-03-25 14:32:00,2010-11-29 13:42:00,93,3,906,9.741935483870968,1676.95,18.031720430107526,85,0.25,1,249,83.0,2,3,4,At Risk
12871,2010-09-26 10:34:00,2011-09-16 15:07:00,18,3,484,26.88888888888889,744.02,41.33444444444444,13,0.25,0,356,118.7,3,3,3,Loyal Customers
12872,2009-12-03 20:03:00,2011-01-17 10:52:00,394,12,1642,4.16751269035533,3283.96,8.33492385786802,217,0.25,1,410,34.2,2,5,5,At Risk
12873,2010-01-27 09:50:00,2011-03-02 14:58:00,35,3,786,22.457142857142856,2027.3,57.92285714285714,33,0.25,1,400,133.3,2,3,4,At Risk
12874,2010-06-03 12:51:00,2010-11-19 15:23:00,48,2,623,12.979166666666666,948.42,19.75875,44,0.25,1,170,85.0,2,2,3,Lost / Inactive
12875,2010-01-11 12:37:00,2011-07-19 15:30:00,8,5,5187,648.375,1356.99,169.62375,2,0.25,1,555,111.0,3,4,4,Loyal Customers
12876,2010-04-28 13:26:00,2011-10-13 12:26:00,170,4,3047,17.923529411764704,4081.79,24.010529411764704,117,0.25,0,533,133.2,4,3,5,Loyal Customers
12877,2010-01-18 10:23:00,2011-12-06 10:30:00,274,20,2237,8.164233576642335,2942.14,10.737737226277371,149,0.25,0,688,34.4,5,5,5,Champions
12878,2011-03-18 14:02:00,2011-04-17 13:07:00,47,2,547,11.638297872340425,854.99,18.191276595744682,38,0.25,1,30,15.0,2,2,3,Lost / Inactive
12879,2011-09-09 12:11:00,2011-10-26 12:24:00,10,3,370,37.0,573.22,57.322,7,0.25,0,48,16.0,4,3,2,Loyal Customers
